User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,2;99;0:00.25;177488;0,2;99;0:00.24;177360;0,19;99;0:00.24;177512;0,19;100;0:00.24;177600;0,18;100;0:00.24;177528;0,19;99;0:00.25;177600;0,21;99;0:00.25;177372;0,19;100;0:00.24;177480;0,2;99;0:00.24;177476;0,19;99;0:00.25;177528;0,2;99;0:00.25;177468;0,2;100;0:00.25;177248;0,19;100;0:00.24;177468;80;100;10;0,194615385;99,38461538;177471,3846;;;6,02564E-05;;
0,18;99;0:00.25;177256;0,21;99;0:00.25;177392;0,21;99;0:00.25;177532;0,19;100;0:00.24;177600;0,19;99;0:00.24;177504;0,2;100;0:00.25;177480;0,2;99;0:00.25;177368;0,2;100;0:00.25;177552;0,2;100;0:00.25;177440;0,19;99;0:00.24;177248;0,19;100;0:00.24;177508;0,21;99;0:00.25;177444;0,19;99;0:00.25;177388;80;105;10;0,196923077;99,38461538;177439,3846;;;8,97436E-05;;
0,21;99;0:00.25;177748;0,2;100;0:00.24;177932;0,21;100;0:00.24;177544;0,2;99;0:00.25;177388;0,19;99;0:00.25;177524;0,19;99;0:00.25;177600;0,19;99;0:00.25;177532;0,2;99;0:00.25;177536;0,19;99;0:00.24;177516;0,2;99;0:00.25;177432;0,19;100;0:00.25;177196;0,2;99;0:00.25;177508;0,19;99;0:00.25;177252;80;110;10;0,196923077;99,23076923;177516;;;5,64103E-05;;
0,2;100;0:00.24;177740;0,19;100;0:00.24;177932;0,19;99;0:00.24;177472;0,19;100;0:00.24;177460;0,2;99;0:00.25;177520;0,2;100;0:00.25;177480;0,21;99;0:00.25;177472;0,2;100;0:00.25;177440;0,2;99;0:00.25;177472;0,19;99;0:00.24;177544;0,22;100;0:00.25;177524;0,18;99;0:00.24;177920;0,19;99;0:00.25;177508;80;115;10;0,196923077;99,46153846;177575,6923;;;0,00010641;;
0,2;99;0:00.25;177932;0,21;100;0:00.25;177252;0,21;100;0:00.24;177256;0,19;99;0:00.25;177524;0,2;99;0:00.25;177764;0,19;99;0:00.24;177244;0,2;99;0:00.25;177536;0,19;100;0:00.25;177516;0,21;99;0:00.25;177204;0,18;99;0:00.24;177524;0,18;99;0:00.25;177796;0,18;99;0:00.24;177540;0,2;100;0:00.25;177432;80;120;10;0,195384615;99,30769231;177501,5385;;;0,000126923;;
0,2;100;0:00.25;177856;0,2;100;0:00.24;177516;0,18;100;0:00.24;177800;0,2;100;0:00.25;177868;0,2;100;0:00.25;177792;0,19;100;0:00.25;177904;0,21;99;0:00.25;177856;0,19;100;0:00.25;177200;0,19;99;0:00.24;177856;0,19;100;0:00.24;177848;0,19;100;0:00.25;177796;0,2;100;0:00.25;177192;0,21;99;0:00.25;177796;80;125;10;0,196153846;99,76923077;177713,8462;;;7,5641E-05;;
0,2;100;0:00.25;177852;0,2;100;0:00.25;177932;0,19;99;0:00.25;177196;0,19;100;0:00.24;177848;0,2;99;0:00.25;177840;0,19;99;0:00.25;177248;0,2;99;0:00.24;177776;0,2;100;0:00.25;177936;0,2;100;0:00.25;177804;0,2;99;0:00.25;177832;0,19;99;0:00.25;177744;0,21;100;0:00.25;177796;0,19;99;0:00.25;177908;80;130;10;0,196923077;99,46153846;177747,0769;;;3,97436E-05;;
0,19;100;0:00.25;177936;0,18;100;0:00.24;177912;0,21;99;0:00.25;177856;0,2;99;0:00.25;177764;0,2;100;0:00.25;177188;0,2;100;0:00.25;177860;0,19;100;0:00.24;177872;0,21;100;0:00.25;177256;0,21;100;0:00.25;177804;0,19;100;0:00.24;177192;0,19;99;0:00.25;177832;0,2;100;0:00.24;177908;0,2;100;0:00.25;177796;80;135;10;0,197692308;99,76923077;177705,8462;;;8,58974E-05;;
0,2;100;0:00.25;177252;0,21;100;0:00.24;177748;0,2;100;0:00.25;177772;0,2;99;0:00.25;177628;0,2;100;0:00.24;177860;0,19;99;0:00.25;177844;0,2;100;0:00.25;177744;0,2;99;0:00.25;177856;0,19;100;0:00.24;177820;0,19;99;0:00.24;177632;0,19;100;0:00.25;177908;0,18;99;0:00.25;177848;0,19;99;0:00.25;177632;80;140;10;0,195384615;99,53846154;177734,1538;;;6,02564E-05;;
0,18;99;0:00.24;177268;0,19;100;0:00.25;177932;0,2;99;0:00.25;177916;0,19;99;0:00.25;177764;0,21;100;0:00.24;177808;0,2;100;0:00.24;177792;0,19;100;0:00.25;177776;0,2;99;0:00.25;177872;0,18;99;0:00.25;177640;0,2;100;0:00.25;177744;0,19;100;0:00.24;177864;0,2;100;0:00.24;177768;0,21;100;0:00.25;177908;80;145;10;0,195384615;99,61538462;177773,2308;;;9,35897E-05;;
0,2;100;0:00.25;177632;0,23;99;0:00.25;177836;0,22;100;0:00.25;177740;0,21;100;0:00.25;177844;0,2;100;0:00.25;177924;0,21;100;0:00.25;177792;0,18;99;0:00.25;177856;0,19;100;0:00.25;177840;0,2;99;0:00.25;177632;0,2;100;0:00.24;177836;0,19;99;0:00.25;177812;0,2;99;0:00.25;177812;0,2;99;0:00.25;177768;80;150;10;0,202307692;99,53846154;177794,1538;;;0,000169231;;
0,21;99;0:00.25;177772;0,21;100;0:00.25;177932;0,19;100;0:00.25;177632;0,2;99;0:00.25;177744;0,2;100;0:00.25;177848;0,22;100;0:00.25;177764;0,21;99;0:00.25;177636;0,19;100;0:00.24;177820;0,21;99;0:00.25;177636;0,19;99;0:00.24;177784;0,2;99;0:00.25;177844;0,2;100;0:00.24;177656;0,19;100;0:00.25;177852;80;155;10;0,201538462;99,53846154;177763,0769;;;9,74359E-05;;
0,19;99;0:00.25;177816;0,2;100;0:00.25;177932;0,21;99;0:00.25;177856;0,2;100;0:00.24;177860;0,18;99;0:00.24;177860;0,18;99;0:00.25;177808;0,2;100;0:00.25;177640;0,2;100;0:00.25;177824;0,19;100;0:00.25;177636;0,22;100;0:00.25;177832;0,19;99;0:00.25;177848;0,2;100;0:00.25;177848;0,19;99;0:00.25;177796;80;160;10;0,196153846;99,53846154;177812;;;0,000125641;;
0,19;99;0:00.25;177912;0,19;99;0:00.25;177748;0,2;100;0:00.25;177856;0,18;99;0:00.24;177840;0,2;99;0:00.25;177792;0,2;99;0:00.25;177860;0,2;100;0:00.25;177852;0,19;99;0:00.25;177844;0,19;100;0:00.24;177860;0,19;100;0:00.24;177832;0,18;100;0:00.25;177812;0,2;99;0:00.25;177736;0,21;99;0:00.25;177744;80;165;10;0,193846154;99,38461538;177822,1538;;;7,5641E-05;;
0,19;100;0:00.25;177848;0,2;100;0:00.24;177636;0,2;100;0:00.25;177848;0,2;100;0:00.25;177828;0,19;99;0:00.25;177808;0,21;100;0:00.25;177808;0,2;100;0:00.25;177840;0,2;99;0:00.25;177636;0,21;99;0:00.25;177876;0,2;99;0:00.25;177864;0,2;100;0:00.24;177796;0,19;100;0:00.24;177844;0,19;100;0:00.25;177632;80;170;10;0,198461538;99,69230769;177789,5385;;;4,74359E-05;;
0,19;99;0:00.25;177636;0,2;99;0:00.25;177748;0,21;99;0:00.25;177848;0,19;100;0:00.24;177792;0,21;99;0:00.25;177828;0,19;99;0:00.24;177808;0,19;99;0:00.25;177820;0,19;100;0:00.25;177640;0,19;99;0:00.25;177864;0,2;100;0:00.25;177864;0,19;99;0:00.25;177912;0,19;100;0:00.25;177748;0,22;100;0:00.25;177852;80;175;10;0,196923077;99,38461538;177796,9231;;;0,00010641;;
0,19;99;0:00.25;177636;0,19;99;0:00.25;177740;0,21;100;0:00.25;177800;0,19;100;0:00.25;177736;0,21;100;0:00.25;177848;0,19;100;0:00.25;177840;0,19;100;0:00.25;177860;0,19;99;0:00.24;177872;0,2;99;0:00.25;177860;0,19;100;0:00.25;177736;0,21;99;0:00.24;177768;0,2;100;0:00.24;177632;0,21;99;0:00.25;177736;80;180;10;0,197692308;99,53846154;177774,1538;;;8,58974E-05;;
0,2;100;0:00.25;177856;0,21;99;0:00.25;177912;0,19;100;0:00.25;177912;0,2;99;0:00.25;177628;0,21;100;0:00.25;177904;0,2;99;0:00.25;177624;0,19;99;0:00.25;177872;0,19;99;0:00.25;177840;0,2;99;0:00.24;177744;0,18;99;0:00.25;177632;0,21;99;0:00.25;177632;0,19;100;0:00.25;177632;0,2;99;0:00.25;177852;80;185;10;0,197692308;99,30769231;177772,3077;;;8,58974E-05;;
0,18;65;0:00.37;177772;0,19;65;0:00.38;177856;0,18;65;0:00.37;177636;0,19;66;0:00.37;177764;0,2;65;0:00.38;177844;0,21;65;0:00.38;177860;0,18;66;0:00.38;177856;0,2;66;0:00.38;177840;0,2;65;0:00.38;177840;0,2;66;0:00.38;177772;0,21;65;0:00.38;177736;0,19;65;0:00.38;177832;0,2;65;0:00.38;177852;80;190;10;0,194615385;65,30769231;177804,6154;;;0,000110256;;
0,19;65;0:00.38;177848;0,2;65;0:00.38;177932;0,21;65;0:00.38;177800;0,19;65;0:00.38;177904;0,2;66;0:00.38;177908;0,2;65;0:00.38;177820;0,2;66;0:00.38;177916;0,19;66;0:00.38;177776;0,2;65;0:00.38;177636;0,19;65;0:00.37;177628;0,19;65;0:00.38;177736;0,19;65;0:00.38;177852;0,2;65;0:00.38;177632;80;195;10;0,196153846;65,23076923;177799,0769;;;4,23077E-05;;
0,19;66;0:00.38;177868;0,19;65;0:00.38;177856;0,2;65;0:00.38;177816;0,19;64;0:00.38;177792;0,19;65;0:00.37;177848;0,21;65;0:00.38;177628;0,2;65;0:00.38;177804;0,2;66;0:00.38;177820;0,2;65;0:00.38;177636;0,19;65;0:00.38;177908;0,2;65;0:00.38;177812;0,2;66;0:00.38;177736;0,19;66;0:00.38;177796;80;200;10;0,196153846;65,23076923;177793,8462;;;4,23077E-05;;
0,2;100;0:00.24;177464;0,18;99;0:00.24;177192;0,19;99;0:00.24;177604;0,17;99;0:00.24;177456;0,19;99;0:00.25;177356;0,2;100;0:00.25;177500;0,2;100;0:00.25;177392;0,21;100;0:00.24;177436;0,2;100;0:00.24;177216;0,2;99;0:00.24;177244;0,19;100;0:00.24;177468;0,18;100;0:00.24;177352;0,2;100;0:00.25;177464;40;40;15;0,193076923;99,61538462;177395,6923;177349,8462;min;0,000123077;min;3,6E-05
0,2;99;0:00.25;177508;0,19;100;0:00.25;177248;0,2;100;0:00.24;177468;0,2;99;0:00.24;177240;0,19;100;0:00.24;177360;0,2;100;0:00.25;177240;0,2;100;0:00.25;177468;0,2;100;0:00.24;177436;0,19;100;0:00.25;177528;0,21;99;0:00.25;177368;0,2;100;0:00.25;177188;0,19;99;0:00.25;177520;0,2;100;0:00.25;177428;45;45;15;0,197692308;99,69230769;177384,6154;177847,6923;max;3,58974E-05;max;1,9E-04
0,18;99;0:00.25;177484;0,2;100;0:00.25;177476;0,2;100;0:00.24;177192;0,21;99;0:00.25;177460;0,2;99;0:00.25;177500;0,19;99;0:00.25;177516;0,19;100;0:00.24;177252;0,2;99;0:00.25;177368;0,19;99;0:00.25;177256;0,21;100;0:00.24;177528;0,18;99;0:00.24;177384;0,19;100;0:00.25;177472;0,19;99;0:00.25;177188;50;50;15;0,194615385;99,38461538;177390,4615;177591,021;avg;9,35897E-05;avg;7,6E-05
0,19;100;0:00.24;177432;0,2;100;0:00.24;177468;0,19;100;0:00.24;177248;0,19;100;0:00.24;177356;0,19;100;0:00.24;177240;0,2;100;0:00.25;177244;0,19;99;0:00.25;177252;0,2;100;0:00.24;177360;0,18;100;0:00.24;177252;0,19;99;0:00.25;177244;0,18;100;0:00.24;177600;0,19;100;0:00.24;177384;0,2;100;0:00.25;177468;55;55;15;0,191538462;99,84615385;177349,8462;;;4,74359E-05;;
0,19;100;0:00.24;177464;0,19;99;0:00.25;177364;0,2;100;0:00.25;177472;0,21;99;0:00.25;177244;0,19;99;0:00.25;177460;0,2;100;0:00.25;177240;0,19;99;0:00.25;177436;0,19;100;0:00.24;177260;0,19;99;0:00.25;177376;0,2;99;0:00.25;177504;0,2;99;0:00.25;177464;0,2;100;0:00.24;177468;0,18;100;0:00.24;177248;60;60;15;0,194615385;99,46153846;177384,6154;;;6,02564E-05;;
0,19;99;0:00.25;177472;0,19;99;0:00.24;177468;0,19;100;0:00.24;177192;0,21;99;0:00.24;177380;0,2;99;0:00.25;177500;0,19;99;0:00.25;177596;0,22;99;0:00.25;177608;0,21;99;0:00.25;177436;0,19;99;0:00.24;177476;0,2;99;0:00.25;177428;0,19;99;0:00.25;177188;0,2;99;0:00.24;177188;0,2;100;0:00.25;177480;65;65;15;0,198461538;99,15384615;177416,3077;;;9,74359E-05;;
0,19;99;0:00.25;177192;0,21;100;0:00.25;177388;0,19;99;0:00.25;177472;0,19;99;0:00.24;177184;0,18;99;0:00.25;177348;0,2;100;0:00.25;177516;0,19;100;0:00.25;177528;0,2;100;0:00.24;177532;0,19;99;0:00.24;177368;0,19;99;0:00.25;177504;0,19;99;0:00.24;177484;0,2;99;0:00.24;177428;0,21;100;0:00.24;177464;70;70;15;0,194615385;99,38461538;177416;;;7,69231E-05;;
0,2;99;0:00.25;177604;0,19;100;0:00.24;177540;0,19;99;0:00.24;177460;0,19;100;0:00.24;177500;0,2;99;0:00.24;177436;0,2;99;0:00.25;177596;0,19;100;0:00.25;177480;0,2;99;0:00.25;177252;0,18;100;0:00.25;177476;0,2;99;0:00.24;177468;0,19;100;0:00.24;177520;0,2;100;0:00.25;177468;0,2;99;0:00.25;177504;75;75;15;0,194615385;99,46153846;177484,9231;;;4,35897E-05;;
0,19;99;0:00.25;177252;0,21;100;0:00.25;177508;0,19;99;0:00.25;177248;0,19;99;0:00.25;177384;0,19;99;0:00.25;177464;0,2;100;0:00.25;177500;0,21;99;0:00.25;177360;0,19;99;0:00.24;177608;0,21;100;0:00.25;177196;0,2;100;0:00.24;177464;0,2;100;0:00.25;177188;0,18;99;0:00.24;177600;0,19;99;0:00.25;177536;80;80;15;0,196153846;99,38461538;177408,3077;;;9,23077E-05;;
0,19;100;0:00.24;177428;0,21;99;0:00.25;177192;0,18;100;0:00.24;177388;0,2;100;0:00.25;177348;0,18;100;0:00.24;177520;0,2;100;0:00.25;177500;0,19;100;0:00.24;177512;0,2;100;0:00.25;177544;0,2;100;0:00.24;177360;0,19;99;0:00.25;177360;0,2;99;0:00.25;177480;0,2;99;0:00.25;177504;0,19;100;0:00.24;177504;80;85;15;0,194615385;99,69230769;177433,8462;;;7,69231E-05;;
0,2;99;0:00.25;177540;0,2;100;0:00.24;177596;0,19;99;0:00.25;177508;0,2;99;0:00.25;177380;0,2;99;0:00.25;177244;0,2;99;0:00.25;177460;0,18;100;0:00.24;177544;0,19;99;0:00.25;177544;0,19;100;0:00.25;177256;0,18;100;0:00.24;177520;0,19;99;0:00.25;177464;0,2;100;0:00.25;177248;0,2;100;0:00.25;177468;80;90;15;0,193846154;99,46153846;177444;;;5,89744E-05;;
0,2;100;0:00.25;177364;0,19;99;0:00.25;177604;0,2;100;0:00.24;177192;0,2;100;0:00.25;177532;0,2;100;0:00.25;177516;0,2;100;0:00.24;177456;0,19;99;0:00.25;177516;0,2;99;0:00.24;177468;0,19;99;0:00.25;177252;0,19;99;0:00.25;177188;0,21;99;0:00.25;177244;0,2;100;0:00.25;177520;0,2;99;0:00.25;177600;80;95;15;0,197692308;99,46153846;177419,3846;;;3,58974E-05;;
0,19;100;0:00.24;177472;0,19;99;0:00.25;177528;0,19;99;0:00.25;177468;0,21;100;0:00.25;177460;0,19;99;0:00.25;177248;0,19;99;0:00.25;177500;0,21;100;0:00.25;177512;0,2;99;0:00.25;177608;0,2;100;0:00.24;177252;0,19;99;0:00.25;177524;0,2;100;0:00.24;177480;0,19;100;0:00.25;177188;0,2;99;0:00.25;177600;80;100;15;0,196153846;99,46153846;177449,2308;;;5,89744E-05;;
0,2;99;0:00.25;177528;0,19;99;0:00.24;177468;0,21;100;0:00.25;177248;0,2;100;0:00.25;177736;0,2;100;0:00.25;177532;0,19;99;0:00.25;177516;0,2;99;0:00.25;177544;0,2;100;0:00.25;177472;0,21;100;0:00.24;177200;0,2;100;0:00.25;177248;0,2;99;0:00.25;177524;0,2;99;0:00.25;177480;0,21;99;0:00.25;177252;80;105;15;0,200769231;99,46153846;177442,1538;;;4,10256E-05;;
0,18;100;0:00.25;177464;0,2;100;0:00.24;177436;0,2;99;0:00.25;177248;0,18;99;0:00.24;177516;0,19;99;0:00.24;177456;0,2;100;0:00.25;177476;0,19;100;0:00.24;177472;0,2;99;0:00.25;177476;0,19;100;0:00.25;177468;0,18;100;0:00.24;177460;0,19;100;0:00.24;177904;0,2;99;0:00.25;177536;0,19;99;0:00.25;177520;80;110;15;0,191538462;99,53846154;177494,7692;;;6,41026E-05;;
0,19;100;0:00.24;177736;0,2;100;0:00.24;177488;0,19;99;0:00.25;177252;0,22;99;0:00.25;177184;0,2;100;0:00.24;177920;0,19;99;0:00.25;177380;0,2;100;0:00.25;177544;0,2;99;0:00.24;177436;0,2;100;0:00.25;177740;0,19;99;0:00.25;177188;0,19;100;0:00.25;177504;0,19;99;0:00.25;177248;0,18;100;0:00.24;177428;80;115;15;0,195384615;99,53846154;177465,2308;;;9,35897E-05;;
0,2;99;0:00.25;177252;0,19;99;0:00.25;177528;0,21;100;0:00.25;177528;0,19;99;0:00.25;177240;0,2;99;0:00.25;177736;0,2;100;0:00.25;177520;0,2;100;0:00.25;177260;0,19;100;0:00.24;177912;0,19;99;0:00.25;177800;0,18;100;0:00.24;177908;0,2;100;0:00.24;177732;0,21;99;0:00.25;177248;0,19;99;0:00.24;177480;80;120;15;0,196153846;99,46153846;177549,5385;;;7,5641E-05;;
0,19;99;0:00.25;177540;0,19;100;0:00.24;177276;0,2;100;0:00.25;177540;0,19;99;0:00.24;177840;0,17;99;0:00.25;177240;0,2;99;0:00.25;177240;0,2;100;0:00.24;177800;0,22;100;0:00.25;177748;0,22;100;0:00.25;177252;0,2;100;0:00.25;177248;0,18;99;0:00.24;177244;0,19;100;0:00.25;177248;0,19;99;0:00.24;177844;80;125;15;0,195384615;99,53846154;177466,1538;;;0,00019359;;
0,19;99;0:00.24;177832;0,21;100;0:00.25;177832;0,2;99;0:00.25;177248;0,2;99;0:00.24;177760;0,19;99;0:00.24;177844;0,19;99;0:00.25;177840;0,19;99;0:00.25;177436;0,2;99;0:00.24;177636;0,21;100;0:00.24;177868;0,19;99;0:00.24;177188;0,2;100;0:00.25;177904;0,18;99;0:00.25;177848;0,19;100;0:00.25;177924;80;130;15;0,195384615;99,30769231;177704,6154;;;7,69231E-05;;
0,19;100;0:00.25;177264;0,19;99;0:00.24;177248;0,2;100;0:00.25;177196;0,19;99;0:00.25;177760;0,18;99;0:00.24;177840;0,2;99;0:00.24;177836;0,2;99;0:00.25;177848;0,21;100;0:00.24;177800;0,2;100;0:00.24;177816;0,2;100;0:00.25;177732;0,2;99;0:00.25;177908;0,19;99;0:00.25;177924;0,2;100;0:00.25;177188;80;135;15;0,196153846;99,46153846;177643,0769;;;5,89744E-05;;
0,23;100;0:00.25;177744;0,2;100;0:00.24;177796;0,18;100;0:00.25;177864;0,19;100;0:00.24;177824;0,2;100;0:00.25;177240;0,21;100;0:00.25;177624;0,19;99;0:00.25;177868;0,19;99;0:00.25;177932;0,2;100;0:00.25;177836;0,18;100;0:00.24;177864;0,19;99;0:00.24;177904;0,2;99;0:00.25;177844;0,2;99;0:00.25;177840;80;140;15;0,196923077;99,61538462;177783,0769;;;0,000173077;;
0,2;99;0:00.25;177736;0,21;99;0:00.25;177736;0,21;100;0:00.24;177928;0,21;99;0:00.25;177856;0,2;100;0:00.24;177736;0,19;99;0:00.25;177824;0,2;100;0:00.25;177848;0,19;100;0:00.24;177740;0,2;99;0:00.25;177632;0,2;100;0:00.25;177844;0,19;99;0:00.25;177844;0,21;100;0:00.24;177792;0,22;100;0:00.25;177844;80;145;15;0,202307692;99,53846154;177796,9231;;;8,58974E-05;;
0,19;99;0:00.25;177628;0,2;99;0:00.25;177832;0,2;100;0:00.25;177852;0,21;100;0:00.25;177760;0,19;99;0:00.24;177856;0,2;100;0:00.25;177920;0,2;100;0:00.25;177740;0,19;99;0:00.25;177740;0,21;99;0:00.25;177748;0,19;99;0:00.24;177764;0,19;100;0:00.25;177792;0,2;99;0:00.25;177792;0,2;100;0:00.25;177924;80;150;15;0,197692308;99,46153846;177796;;;5,25641E-05;;
0,19;100;0:00.25;177736;0,18;99;0:00.25;177628;0,21;100;0:00.24;177796;0,19;99;0:00.25;177836;0,19;100;0:00.25;177728;0,2;100;0:00.24;177804;0,2;100;0:00.25;177740;0,19;100;0:00.25;177856;0,19;100;0:00.24;177888;0,19;100;0:00.24;177732;0,18;99;0:00.24;177828;0,19;100;0:00.25;177904;0,21;99;0:00.25;177924;80;155;15;0,193076923;99,69230769;177800;;;8,97436E-05;;
0,18;99;0:00.25;177864;0,2;99;0:00.25;177852;0,2;100;0:00.25;177796;0,19;99;0:00.25;177804;0,19;99;0:00.24;177856;0,2;100;0:00.25;177624;0,21;100;0:00.25;177740;0,19;100;0:00.25;177740;0,19;99;0:00.24;177932;0,2;100;0:00.25;177732;0,19;99;0:00.25;177808;0,2;100;0:00.24;177844;0,2;99;0:00.25;177924;80;160;15;0,195384615;99,46153846;177808,9231;;;6,02564E-05;;
0,19;100;0:00.25;177768;0,21;100;0:00.25;177908;0,2;100;0:00.24;177768;0,19;99;0:00.24;177620;0,2;100;0:00.24;177840;0,2;99;0:00.25;177624;0,21;99;0:00.25;177772;0,21;99;0:00.25;177868;0,21;99;0:00.25;177772;0,19;99;0:00.25;177828;0,21;99;0:00.25;177828;0,2;100;0:00.24;177904;0,19;99;0:00.25;177740;80;165;15;0,200769231;99,38461538;177787,6923;;;7,4359E-05;;
0,21;99;0:00.25;177852;0,2;100;0:00.25;177628;0,19;99;0:00.25;177908;0,21;100;0:00.25;177920;0,2;100;0:00.25;177844;0,21;99;0:00.25;177824;0,2;99;0:00.25;177932;0,2;99;0:00.25;177936;0,19;99;0:00.24;177872;0,2;99;0:00.25;177860;0,21;99;0:00.25;177740;0,21;99;0:00.25;177860;0,19;99;0:00.24;177844;80;170;15;0,201538462;99,23076923;177847,6923;;;6,41026E-05;;
0,19;100;0:00.25;177832;0,19;100;0:00.25;177736;0,21;99;0:00.24;177908;0,2;100;0:00.24;177620;0,21;99;0:00.24;177788;0,19;99;0:00.25;177844;0,2;99;0:00.25;177740;0,19;100;0:00.24;177848;0,19;99;0:00.25;177772;0,2;99;0:00.25;177808;0,2;99;0:00.25;177740;0,19;100;0:00.25;177744;0,18;99;0:00.24;177848;80;175;15;0,195384615;99,38461538;177786,7692;;;7,69231E-05;;
0,19;99;0:00.25;177736;0,19;100;0:00.25;177928;0,21;100;0:00.25;177772;0,19;99;0:00.25;177860;0,19;100;0:00.25;177736;0,19;100;0:00.25;177728;0,19;100;0:00.25;177936;0,19;99;0:00.25;177636;0,2;99;0:00.25;177636;0,21;100;0:00.25;177808;0,18;100;0:00.24;177844;0,21;100;0:00.25;177924;0,2;99;0:00.25;177828;80;180;15;0,195384615;99,61538462;177797,8462;;;9,35897E-05;;
0,19;99;0:00.25;177740;0,19;99;0:00.25;177908;0,19;99;0:00.24;177744;0,19;100;0:00.24;177840;0,2;99;0:00.25;177844;0,2;99;0:00.25;177788;0,19;99;0:00.25;177816;0,18;99;0:00.25;177852;0,19;100;0:00.25;177932;0,21;99;0:00.25;177904;0,2;100;0:00.25;177628;0,19;100;0:00.25;177628;0,21;100;0:00.25;177768;80;185;15;0,194615385;99,38461538;177799,3846;;;7,69231E-05;;
0,2;66;0:00.38;177844;0,18;65;0:00.37;177628;0,19;65;0:00.37;177908;0,19;65;0:00.38;177788;0,21;65;0:00.38;177856;0,19;65;0:00.38;177920;0,2;65;0:00.38;177636;0,2;65;0:00.38;177800;0,19;65;0:00.38;177848;0,19;66;0:00.38;177732;0,2;65;0:00.38;177904;0,19;65;0:00.38;177740;0,2;67;0:00.37;177632;80;190;15;0,194615385;65,30769231;177787,3846;;;6,02564E-05;;
0,18;65;0:00.38;177768;0,21;65;0:00.38;177852;0,21;66;0:00.38;177632;0,19;64;0:00.37;177620;0,2;66;0:00.38;177844;0,2;65;0:00.37;177848;0,2;65;0:00.38;177856;0,19;66;0:00.38;177868;0,2;65;0:00.38;177636;0,2;65;0:00.38;177792;0,19;65;0:00.38;177848;0,19;65;0:00.37;177904;0,19;65;0:00.38;177844;80;195;15;0,196153846;65,15384615;177793,2308;;;7,5641E-05;;
0,19;65;0:00.38;177844;0,19;67;0:00.37;177628;0,19;65;0:00.37;177816;0,19;65;0:00.38;177736;0,19;65;0:00.37;177840;0,18;64;0:00.37;177808;0,2;66;0:00.38;177716;0,19;66;0:00.38;177636;0,2;65;0:00.38;177936;0,2;65;0:00.38;177844;0,19;65;0:00.37;177792;0,2;66;0:00.38;177864;0,19;64;0:00.38;177628;80;200;15;0,192307692;65,23076923;177776;;;3,58974E-05;;
0,2;100;0:00.24;177472;0,18;99;0:00.25;177528;0,2;99;0:00.25;177388;0,19;99;0:00.24;177464;0,18;99;0:00.24;177460;0,2;99;0:00.24;177468;0,18;99;0:00.24;177196;0,19;100;0:00.24;177468;0,19;100;0:00.24;177476;0,21;99;0:00.25;177428;0,2;100;0:00.24;177504;0,18;100;0:00.24;177244;0,21;100;0:00.24;177248;40;40;20;0,193076923;99,46153846;177411,0769;177353,8462;min;0,000123077;min;4,0E-05
0,19;99;0:00.24;177364;0,2;100;0:00.25;177484;0,18;100;0:00.24;177388;0,19;99;0:00.24;177324;0,2;99;0:00.25;177184;0,2;100;0:00.24;177464;0,21;100;0:00.25;177472;0,19;99;0:00.24;177476;0,19;99;0:00.24;177360;0,19;99;0:00.25;177428;0,2;99;0:00.25;177464;0,19;100;0:00.24;177520;0,19;100;0:00.24;177460;45;45;20;0,193846154;99,46153846;177414,4615;177834,1538;max;5,89744E-05;max;1,2E-04
0,19;99;0:00.25;177508;0,2;100;0:00.25;177364;0,2;100;0:00.24;177388;0,19;100;0:00.24;177184;0,19;100;0:00.24;177348;0,19;100;0:00.24;177240;0,2;99;0:00.25;177436;0,2;99;0:00.24;177252;0,2;100;0:00.24;177196;0,19;100;0:00.24;177360;0,2;100;0:00.24;177504;0,18;100;0:00.24;177468;0,2;100;0:00.24;177352;50;50;20;0,194615385;99,76923077;177353,8462;177594,042;avg;4,35897E-05;avg;7,3E-05
