User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,19;99;0:00.25;177356;0,19;99;0:00.24;177464;0,2;100;0:00.24;177356;0,19;99;0:00.25;177476;0,2;100;0:00.25;177460;0,19;99;0:00.24;177460;0,2;100;0:00.25;177360;0,19;99;0:00.24;177512;0,19;100;0:00.25;177256;0,19;100;0:00.25;177520;0,2;100;0:00.25;177524;0,18;100;0:00.24;177188;0,2;100;0:00.24;177480;55;55;20;0,193076923;99,61538462;177416,3077;;;3,97436E-05;;
0,2;100;0:00.25;177364;0,18;100;0:00.24;177248;0,2;99;0:00.24;177528;0,19;99;0:00.25;177464;0,19;99;0:00.25;177476;0,18;99;0:00.25;177520;0,18;100;0:00.25;177476;0,19;99;0:00.25;177392;0,19;100;0:00.25;177468;0,2;100;0:00.24;177524;0,2;100;0:00.24;177360;0,19;100;0:00.25;177480;0,19;99;0:00.24;177600;60;60;20;0,190769231;99,53846154;177453,8462;;;5,76923E-05;;
0,2;99;0:00.25;177464;0,2;100;0:00.24;177528;0,21;100;0:00.25;177388;0,21;99;0:00.25;177596;0,19;100;0:00.24;177500;0,2;99;0:00.24;177516;0,19;100;0:00.25;177612;0,18;99;0:00.24;177488;0,2;99;0:00.25;177512;0,2;100;0:00.25;177460;0,2;100;0:00.25;177360;0,19;99;0:00.24;177536;0,19;99;0:00.24;177384;65;65;20;0,196923077;99,46153846;177488;;;7,30769E-05;;
0,2;99;0:00.24;177528;0,2;99;0:00.24;177432;0,2;99;0:00.24;177528;0,2;100;0:00.24;177500;0,2;100;0:00.25;177500;0,21;100;0:00.25;177464;0,2;99;0:00.25;177512;0,18;100;0:00.24;177360;0,19;99;0:00.24;177488;0,2;100;0:00.24;177244;0,21;99;0:00.25;177504;0,18;99;0:00.25;177480;0,2;100;0:00.24;177384;70;70;20;0,197692308;99,46153846;177455,6923;;;8,58974E-05;;
0,2;100;0:00.25;177484;0,18;100;0:00.24;177468;0,2;99;0:00.25;177464;0,21;100;0:00.24;177468;0,21;99;0:00.25;177600;0,2;100;0:00.24;177596;0,19;100;0:00.25;177200;0,2;100;0:00.25;177196;0,2;99;0:00.25;177476;0,19;99;0:00.25;177504;0,19;100;0:00.25;177188;0,19;100;0:00.24;177192;0,21;100;0:00.25;177520;75;75;20;0,197692308;99,69230769;177412;;;8,58974E-05;;
0,18;99;0:00.24;177388;0,19;100;0:00.24;177508;0,2;100;0:00.24;177472;0,19;99;0:00.25;177468;0,19;99;0:00.24;177476;0,2;100;0:00.24;177460;0,2;99;0:00.24;177532;0,19;99;0:00.24;177392;0,2;99;0:00.25;177532;0,2;100;0:00.24;177504;0,19;100;0:00.24;177484;0,19;100;0:00.25;177360;0,2;100;0:00.25;177352;80;80;20;0,193846154;99,53846154;177456;;;4,23077E-05;;
0,2;100;0:00.25;177608;0,21;99;0:00.25;177468;0,2;100;0:00.24;177476;0,21;100;0:00.24;177184;0,19;99;0:00.25;177520;0,18;100;0:00.25;177520;0,21;99;0:00.25;177436;0,19;100;0:00.24;177512;0,21;99;0:00.25;177512;0,19;99;0:00.25;177488;0,19;99;0:00.25;177468;0,19;100;0:00.24;177188;0,19;100;0:00.24;177388;80;85;20;0,196923077;99,53846154;177443,6923;;;0,00010641;;
0,2;100;0:00.25;177252;0,19;99;0:00.25;177472;0,21;100;0:00.25;177464;0,19;100;0:00.24;177356;0,19;99;0:00.25;177456;0,19;99;0:00.25;177476;0,2;100;0:00.25;177368;0,18;99;0:00.24;177512;0,2;100;0:00.25;177488;0,2;100;0:00.24;177520;0,2;100;0:00.25;177352;0,19;100;0:00.24;177244;0,21;100;0:00.25;177352;80;90;20;0,196153846;99,69230769;177408,6154;;;7,5641E-05;;
0,2;99;0:00.25;177432;0,18;99;0:00.25;177484;0,19;99;0:00.25;177484;0,2;99;0:00.25;177424;0,19;99;0:00.24;177424;0,19;99;0:00.24;177348;0,18;99;0:00.24;177532;0,2;100;0:00.24;177256;0,2;100;0:00.25;177252;0,18;99;0:00.25;177464;0,19;100;0:00.25;177524;0,2;99;0:00.24;177600;0,19;100;0:00.24;177352;80;95;20;0,191538462;99,30769231;177428,9231;;;6,41026E-05;;
0,18;100;0:00.24;177508;0,2;100;0:00.24;177192;0,19;100;0:00.25;177604;0,19;99;0:00.25;177456;0,21;100;0:00.25;177468;0,21;100;0:00.25;177476;0,18;99;0:00.25;177252;0,19;99;0:00.24;177368;0,21;100;0:00.24;177256;0,19;100;0:00.24;177504;0,19;99;0:00.24;177504;0,2;100;0:00.25;177468;0,2;99;0:00.25;177472;80;100;20;0,195384615;99,61538462;177425,2308;;;0,000110256;;
0,2;99;0:00.24;177604;0,21;99;0:00.24;177604;0,2;100;0:00.24;177604;0,19;99;0:00.25;177736;0,19;100;0:00.25;177356;0,2;99;0:00.25;177532;0,19;99;0:00.25;177468;0,2;100;0:00.25;177360;0,2;100;0:00.25;177468;0,2;99;0:00.25;177360;0,19;99;0:00.24;177740;0,2;99;0:00.25;177352;0,21;99;0:00.25;177188;80;105;20;0,198461538;99,30769231;177490,1538;;;4,74359E-05;;
0,19;99;0:00.25;177768;0,2;100;0:00.25;177508;0,19;99;0:00.25;177192;0,2;99;0:00.25;177500;0,19;100;0:00.25;177424;0,2;99;0:00.25;177520;0,19;99;0:00.25;177468;0,22;99;0:00.24;177488;0,22;100;0:00.25;177480;0,19;100;0:00.24;177460;0,19;100;0:00.25;177732;0,2;99;0:00.25;177732;0,2;100;0:00.25;177520;80;110;20;0,198461538;99,46153846;177522,4615;;;0,000114103;;
0,19;99;0:00.25;177468;0,21;100;0:00.25;177388;0,21;99;0:00.24;177528;0,19;99;0:00.24;177596;0,19;99;0:00.24;177244;0,2;100;0:00.24;177240;0,21;99;0:00.25;177740;0,19;99;0:00.24;177772;0,2;100;0:00.25;177256;0,2;99;0:00.25;177904;0,19;99;0:00.25;177464;0,2;99;0:00.25;177388;0,19;100;0:00.25;177460;80;115;20;0,197692308;99,30769231;177496;;;6,92308E-05;;
0,2;100;0:00.24;177476;0,21;99;0:00.25;177908;0,21;100;0:00.25;177476;0,19;99;0:00.25;177456;0,2;99;0:00.25;177472;0,19;99;0:00.25;177516;0,19;100;0:00.25;177252;0,2;100;0:00.24;177468;0,21;99;0:00.25;177256;0,19;99;0:00.24;177188;0,19;99;0:00.25;177740;0,2;100;0:00.25;177188;0,21;100;0:00.25;177764;80;120;20;0,199230769;99,46153846;177473,8462;;;7,4359E-05;;
0,21;100;0:00.24;177768;0,2;100;0:00.24;177736;0,2;99;0:00.25;177252;0,18;99;0:00.24;177736;0,2;99;0:00.25;177244;0,18;99;0:00.25;177788;0,19;99;0:00.24;177256;0,2;99;0:00.24;177196;0,21;99;0:00.25;177468;0,19;100;0:00.24;177764;0,19;99;0:00.25;177428;0,19;100;0:00.25;177740;0,2;99;0:00.25;177248;80;125;20;0,195384615;99,30769231;177509,5385;;;9,35897E-05;;
0,2;100;0:00.25;177908;0,21;100;0:00.25;177768;0,2;99;0:00.25;177736;0,18;99;0:00.24;177624;0,21;100;0:00.25;177728;0,19;100;0:00.25;177840;0,18;100;0:00.25;177776;0,2;99;0:00.25;177868;0,21;100;0:00.25;177848;0,2;99;0:00.25;177188;0,19;99;0:00.24;177840;0,2;100;0:00.24;177472;0,21;100;0:00.25;177764;80;130;20;0,198461538;99,61538462;177720;;;0,000114103;;
0,18;99;0:00.24;177824;0,2;99;0:00.24;177876;0,2;99;0:00.25;177844;0,2;100;0:00.24;177792;0,21;99;0:00.25;177804;0,19;99;0:00.25;177824;0,2;99;0:00.25;177912;0,2;100;0:00.25;177856;0,2;99;0:00.24;177840;0,2;99;0:00.25;177740;0,19;99;0:00.25;177764;0,2;99;0:00.25;177924;0,18;100;0:00.24;177844;80;135;20;0,196153846;99,23076923;177834,1538;;;7,5641E-05;;
0,2;99;0:00.25;177632;0,2;99;0:00.25;177852;0,19;99;0:00.25;177632;0,21;100;0:00.25;177900;0,19;99;0:00.25;177804;0,19;99;0:00.24;177804;0,21;99;0:00.25;177868;0,2;99;0:00.25;177772;0,19;99;0:00.24;177848;0,2;99;0:00.25;177848;0,19;99;0:00.25;177796;0,19;100;0:00.25;177244;0,2;100;0:00.25;177904;80;140;20;0,196923077;99,23076923;177761,8462;;;5,64103E-05;;
0,19;100;0:00.25;177796;0,2;99;0:00.25;177768;0,2;100;0:00.25;177632;0,19;99;0:00.25;177836;0,18;99;0:00.25;177788;0,2;100;0:00.25;177244;0,19;99;0:00.24;177816;0,19;99;0:00.24;177800;0,2;99;0:00.25;177256;0,2;100;0:00.25;177844;0,19;99;0:00.25;177764;0,2;100;0:00.25;177796;0,2;100;0:00.25;177244;80;145;20;0,194615385;99,46153846;177660,3077;;;4,35897E-05;;
0,19;99;0:00.25;177796;0,2;99;0:00.24;177908;0,2;99;0:00.24;177628;0,2;99;0:00.25;177856;0,19;99;0:00.25;177624;0,18;99;0:00.25;177836;0,19;100;0:00.25;177852;0,2;99;0:00.25;177816;0,19;100;0:00.24;177872;0,2;100;0:00.24;177924;0,19;99;0:00.25;177792;0,2;100;0:00.25;177708;0,21;100;0:00.25;177628;80;150;20;0,195384615;99,38461538;177787,6923;;;6,02564E-05;;
0,19;99;0:00.25;177852;0,21;100;0:00.25;177852;0,19;99;0:00.25;177796;0,19;99;0:00.24;177792;0,18;100;0:00.24;177792;0,21;100;0:00.25;177740;0,2;100;0:00.25;177748;0,2;100;0:00.24;177816;0,2;100;0:00.25;177932;0,19;99;0:00.24;177628;0,19;99;0:00.25;177904;0,2;99;0:00.24;177628;0,2;100;0:00.25;177848;80;155;20;0,196153846;99,53846154;177794,4615;;;7,5641E-05;;
0,19;99;0:00.24;177844;0,21;100;0:00.24;177628;0,2;99;0:00.25;177632;0,2;99;0:00.25;177728;0,19;99;0:00.25;177856;0,19;100;0:00.25;177624;0,19;99;0:00.25;177852;0,19;99;0:00.25;177840;0,19;100;0:00.24;177852;0,21;99;0:00.25;177924;0,21;100;0:00.25;177848;0,2;100;0:00.25;177864;0,21;99;0:00.25;177904;80;160;20;0,198461538;99,38461538;177799,6923;;;8,07692E-05;;
0,19;100;0:00.25;177852;0,2;99;0:00.25;177800;0,2;100;0:00.25;177832;0,2;99;0:00.24;177792;0,2;99;0:00.25;177840;0,2;100;0:00.24;177844;0,2;99;0:00.25;177816;0,2;100;0:00.25;177636;0,2;100;0:00.25;177852;0,18;100;0:00.24;177828;0,2;100;0:00.25;177904;0,2;99;0:00.25;177860;0,19;99;0:00.25;177792;80;165;20;0,196923077;99,53846154;177819,0769;;;3,97436E-05;;
0,19;100;0:00.25;177632;0,2;99;0:00.25;177632;0,21;100;0:00.24;177852;0,21;99;0:00.25;177620;0,19;99;0:00.25;177620;0,2;100;0:00.25;177624;0,19;99;0:00.25;177856;0,19;99;0:00.24;177632;0,19;100;0:00.25;177852;0,19;100;0:00.25;177848;0,21;100;0:00.24;177736;0,19;99;0:00.25;177868;0,18;100;0:00.25;177792;80;170;20;0,195384615;99,53846154;177735,6923;;;9,35897E-05;;
0,2;99;0:00.25;177628;0,2;100;0:00.24;177852;0,19;99;0:00.25;177628;0,2;100;0:00.24;177824;0,22;100;0:00.25;177728;0,2;100;0:00.24;177836;0,2;99;0:00.25;177852;0,19;100;0:00.25;177640;0,19;99;0:00.25;177740;0,19;100;0:00.24;177840;0,21;100;0:00.25;177808;0,2;100;0:00.25;177764;0,18;99;0:00.25;177924;80;175;20;0,197692308;99,61538462;177774,1538;;;0,000102564;;
0,19;100;0:00.25;177800;0,19;100;0:00.25;177628;0,21;100;0:00.25;177908;0,2;100;0:00.25;177856;0,2;100;0:00.24;177624;0,2;100;0:00.24;177840;0,2;100;0:00.25;177868;0,18;99;0:00.24;177856;0,19;100;0:00.25;177816;0,2;100;0:00.25;177740;0,19;99;0:00.24;177628;0,2;100;0:00.24;177904;0,2;99;0:00.24;177760;80;180;20;0,196153846;99,76923077;177786,7692;;;5,89744E-05;;
0,2;100;0:00.25;177744;0,19;99;0:00.25;177812;0,2;100;0:00.25;177832;0,19;99;0:00.24;177808;0,21;99;0:00.25;177824;0,2;99;0:00.25;177856;0,19;100;0:00.25;177772;0,18;99;0:00.25;177636;0,2;100;0:00.24;177848;0,19;100;0:00.25;177628;0,2;99;0:00.24;177632;0,21;99;0:00.25;177848;0,19;100;0:00.25;177808;80;185;20;0,196153846;99,46153846;177772,9231;;;7,5641E-05;;
0,2;65;0:00.38;177736;0,2;65;0:00.38;177864;0,19;65;0:00.38;177864;0,21;66;0:00.38;177840;0,2;65;0:00.37;177788;0,18;65;0:00.37;177856;0,19;65;0:00.37;177800;0,2;65;0:00.37;177932;0,19;65;0:00.38;177636;0,19;65;0:00.38;177744;0,2;65;0:00.37;177808;0,19;66;0:00.38;177808;0,2;67;0:00.38;177792;80;190;20;0,195384615;65,30769231;177805,2308;;;6,02564E-05;;
0,21;65;0:00.38;177632;0,19;64;0:00.37;177812;0,2;66;0:00.38;177628;0,21;66;0:00.38;177620;0,2;65;0:00.37;177624;0,19;65;0:00.37;177824;0,2;66;0:00.38;177868;0,2;67;0:00.38;177632;0,18;64;0:00.37;177636;0,2;66;0:00.38;177764;0,2;65;0:00.37;177848;0,2;66;0:00.38;177732;0,2;65;0:00.38;177904;80;195;20;0,198461538;65,38461538;177732,6154;;;6,41026E-05;;
0,19;65;0:00.38;177636;0,19;65;0:00.38;177852;0,19;66;0:00.38;177744;0,21;65;0:00.38;177760;0,2;66;0:00.38;177788;0,19;65;0:00.37;177624;0,19;65;0:00.38;177632;0,2;65;0:00.38;177632;0,2;66;0:00.38;177932;0,2;65;0:00.37;177860;0,2;65;0:00.38;177740;0,21;65;0:00.37;177904;0,2;65;0:00.38;177764;80;200;20;0,197692308;65,23076923;177759,0769;;;5,25641E-05;;
0,2;100;0:00.25;177604;0,19;100;0:00.24;177468;0,19;100;0:00.24;177528;0,19;100;0:00.24;177384;0,21;100;0:00.25;177468;0,18;99;0:00.25;177240;0,18;99;0:00.24;177608;0,2;99;0:00.25;177512;0,2;100;0:00.25;177368;0,18;100;0:00.24;177352;0,2;100;0:00.24;177524;0,18;99;0:00.24;177428;0,19;99;0:00.25;177504;40;40;25;0,191538462;99,61538462;177460,6154;177360,3077;min;9,74359E-05;min;2,4E-05
0,19;99;0:00.25;177432;0,19;100;0:00.24;177256;0,2;99;0:00.25;177388;0,21;99;0:00.25;177348;0,2;99;0:00.25;177464;0,18;100;0:00.24;177596;0,19;100;0:00.24;177360;0,2;99;0:00.24;177528;0,19;100;0:00.25;177196;0,19;100;0:00.24;177480;0,18;100;0:00.24;177468;0,2;100;0:00.24;177480;0,19;100;0:00.25;177188;45;45;25;0,193076923;99,61538462;177398,7692;177827,6923;max;7,30769E-05;max;1,6E-04
0,21;100;0:00.25;177484;0,21;100;0:00.24;177468;0,2;100;0:00.25;177476;0,19;99;0:00.24;177468;0,19;99;0:00.24;177356;0,2;100;0:00.24;177384;0,19;99;0:00.24;177532;0,19;99;0:00.24;177496;0,2;100;0:00.24;177472;0,2;100;0:00.25;177524;0,19;99;0:00.24;177428;0,18;100;0:00.24;177520;0,18;100;0:00.24;177440;50;50;25;0,194615385;99,61538462;177465,2308;177592,0093;avg;9,35897E-05;avg;7,8E-05
0,2;99;0:00.25;177484;0,19;100;0:00.24;177248;0,2;100;0:00.25;177528;0,19;99;0:00.24;177348;0,22;100;0:00.25;177460;0,19;99;0:00.24;177456;0,2;99;0:00.25;177256;0,21;99;0:00.25;177480;0,19;99;0:00.24;177512;0,19;100;0:00.25;177244;0,18;100;0:00.24;177600;0,2;100;0:00.24;177384;0,18;100;0:00.25;177360;55;55;25;0,195384615;99,53846154;177412,3077;;;0,000126923;;
0,2;99;0:00.25;177432;0,19;100;0:00.24;177248;0,19;100;0:00.25;177432;0,2;100;0:00.24;177520;0,18;100;0:00.24;177520;0,19;99;0:00.25;177520;0,19;99;0:00.25;177488;0,19;99;0:00.25;177436;0,2;99;0:00.24;177492;0,19;100;0:00.25;177188;0,2;100;0:00.24;177464;0,19;100;0:00.24;177244;0,19;99;0:00.24;177472;60;60;25;0,192307692;99,53846154;177419,6923;;;3,58974E-05;;
0,19;99;0:00.25;177192;0,19;99;0:00.24;177508;0,19;99;0:00.24;177252;0,18;99;0:00.24;177244;0,2;99;0:00.24;177460;0,19;99;0:00.24;177348;0,2;99;0:00.25;177476;0,2;99;0:00.24;177532;0,2;99;0:00.24;177256;0,19;99;0:00.24;177600;0,2;100;0:00.25;177464;0,19;100;0:00.24;177248;0,2;100;0:00.24;177384;65;65;25;0,193846154;99,23076923;177381,8462;;;4,23077E-05;;
0,19;99;0:00.25;177508;0,18;100;0:00.25;177484;0,21;100;0:00.25;177192;0,18;100;0:00.24;177360;0,21;100;0:00.24;177596;0,2;100;0:00.24;177596;0,2;99;0:00.25;177392;0,18;99;0:00.24;177392;0,2;100;0:00.25;177392;0,18;100;0:00.25;177244;0,2;99;0:00.25;177528;0,19;100;0:00.25;177188;0,19;100;0:00.24;177524;70;70;25;0,193076923;99,69230769;177415,0769;;;0,000123077;;
0,19;100;0:00.24;177256;0,2;100;0:00.24;177528;0,2;99;0:00.25;177508;0,21;99;0:00.25;177520;0,19;99;0:00.24;177456;0,19;99;0:00.24;177348;0,19;99;0:00.25;177528;0,2;100;0:00.25;177436;0,19;99;0:00.25;177608;0,19;100;0:00.24;177432;0,19;100;0:00.25;177244;0,18;99;0:00.25;177384;0,2;100;0:00.25;177600;75;75;25;0,193846154;99,46153846;177449,8462;;;5,89744E-05;;
0,19;99;0:00.25;177364;0,2;100;0:00.25;177364;0,2;100;0:00.25;177476;0,2;99;0:00.24;177456;0,2;100;0:00.24;177520;0,19;100;0:00.25;177500;0,2;100;0:00.25;177472;0,2;100;0:00.24;177196;0,19;99;0:00.25;177364;0,19;99;0:00.25;177600;0,19;100;0:00.24;177520;0,19;99;0:00.25;177360;0,19;100;0:00.24;177504;80;80;25;0,194615385;99,61538462;177438,1538;;;2,69231E-05;;
0,19;99;0:00.25;177192;0,2;99;0:00.25;177252;0,2;100;0:00.24;177464;0,19;100;0:00.25;177596;0,2;100;0:00.25;177356;0,18;99;0:00.24;177500;0,19;99;0:00.25;177200;0,19;100;0:00.25;177360;0,2;99;0:00.25;177252;0,19;99;0:00.25;177360;0,21;99;0:00.25;177600;0,2;99;0:00.25;177480;0,2;99;0:00.25;177428;80;85;25;0,195384615;99,30769231;177387,6923;;;6,02564E-05;;
0,19;100;0:00.24;177256;0,2;100;0:00.25;177192;0,21;100;0:00.24;177252;0,19;100;0:00.25;177460;0,19;99;0:00.24;177460;0,19;100;0:00.24;177356;0,2;99;0:00.25;177392;0,19;99;0:00.24;177196;0,2;100;0:00.24;177468;0,2;99;0:00.25;177248;0,2;99;0:00.25;177364;0,19;100;0:00.24;177520;0,2;100;0:00.25;177520;80;90;25;0,196153846;99,61538462;177360,3077;;;4,23077E-05;;
0,19;99;0:00.25;177356;0,2;99;0:00.24;177464;0,19;99;0:00.24;177528;0,19;99;0:00.25;177240;0,18;99;0:00.24;177468;0,19;99;0:00.24;177516;0,2;99;0:00.25;177256;0,19;99;0:00.25;177488;0,19;99;0:00.25;177256;0,21;100;0:00.25;177352;0,18;100;0:00.24;177468;0,19;100;0:00.25;177188;0,19;100;0:00.24;177524;80;95;25;0,191538462;99,30769231;177392,6154;;;6,41026E-05;;
0,21;100;0:00.25;177248;0,2;100;0:00.25;177472;0,2;99;0:00.25;177432;0,2;99;0:00.25;177516;0,19;99;0:00.25;177520;0,2;100;0:00.25;177460;0,19;100;0:00.25;177472;0,21;100;0:00.24;177484;0,2;100;0:00.25;177252;0,2;99;0:00.25;177520;0,17;100;0:00.24;177244;0,19;99;0:00.24;177464;0,2;100;0:00.25;177480;80;100;25;0,196923077;99,61538462;177428;;;0,00010641;;
0,2;100;0:00.24;177528;0,2;100;0:00.24;177364;0,21;99;0:00.25;177528;0,2;99;0:00.25;177240;0,19;99;0:00.24;177240;0,19;99;0:00.25;177456;0,21;100;0:00.24;177528;0,19;100;0:00.25;177532;0,2;100;0:00.25;177480;0,21;99;0:00.25;177520;0,2;99;0:00.25;177480;0,18;99;0:00.25;177364;0,19;100;0:00.25;177480;80;105;25;0,197692308;99,46153846;177441,5385;;;8,58974E-05;;
0,19;99;0:00.24;177768;0,19;100;0:00.24;177252;0,19;99;0:00.25;177248;0,19;99;0:00.24;177476;0,2;100;0:00.25;177424;0,21;100;0:00.25;177184;0,19;99;0:00.25;177436;0,18;100;0:00.24;177608;0,19;99;0:00.25;177480;0,22;100;0:00.25;177468;0,2;100;0:00.25;177188;0,19;100;0:00.25;177188;0,2;99;0:00.25;177524;80;110;25;0,195384615;99,53846154;177403,3846;;;0,000110256;;
0,2;99;0:00.25;177192;0,18;100;0:00.24;177388;0,19;100;0:00.25;177252;0,21;100;0:00.25;177456;0,2;100;0:00.25;177460;0,19;100;0:00.25;177736;0,2;99;0:00.25;177912;0,19;100;0:00.24;177256;0,19;100;0:00.24;177252;0,18;100;0:00.24;177524;0,2;100;0:00.25;177248;0,19;99;0:00.24;177248;0,18;99;0:00.25;177520;80;115;25;0,192307692;99,69230769;177418,7692;;;8,58974E-05;;
0,19;99;0:00.25;177472;0,21;99;0:00.25;177852;0,19;99;0:00.25;177252;0,2;99;0:00.25;177728;0,21;99;0:00.25;177456;0,2;99;0:00.25;177900;0,2;100;0:00.25;177740;0,2;100;0:00.25;177492;0,19;100;0:00.25;177888;0,2;100;0:00.25;177460;0,2;100;0:00.24;177248;0,22;100;0:00.25;177432;0,19;100;0:00.24;177924;80;120;25;0,2;99,53846154;177603,3846;;;8,33333E-05;;
0,2;99;0:00.24;177512;0,22;99;0:00.25;177908;0,2;99;0:00.24;177852;0,2;99;0:00.25;177184;0,2;99;0:00.24;177244;0,19;100;0:00.24;177476;0,2;99;0:00.25;177756;0,2;99;0:00.25;177252;0,21;100;0:00.25;177252;0,2;100;0:00.24;177740;0,19;100;0:00.24;177524;0,2;99;0:00.25;177248;0,19;100;0:00.25;177764;80;125;25;0,2;99,38461538;177516,3077;;;6,66667E-05;;
0,2;99;0:00.25;177832;0,18;100;0:00.24;177752;0,19;99;0:00.24;177632;0,19;100;0:00.24;177184;0,18;100;0:00.25;177836;0,2;99;0:00.25;177804;0,19;99;0:00.25;177868;0,19;100;0:00.24;177856;0,2;99;0:00.25;177836;0,21;99;0:00.25;177828;0,19;100;0:00.24;177764;0,21;99;0:00.24;177248;0,2;100;0:00.24;177740;80;130;25;0,194615385;99,46153846;177706,1538;;;9,35897E-05;;
0,2;99;0:00.25;177800;0,2;99;0:00.25;177908;0,18;100;0:00.24;177744;0,19;99;0:00.25;177900;0,2;100;0:00.24;177624;0,21;100;0:00.24;177624;0,19;100;0:00.25;177252;0,19;99;0:00.25;177932;0,2;99;0:00.24;177868;0,2;99;0:00.25;177768;0,2;100;0:00.25;177628;0,2;99;0:00.25;177860;0,19;99;0:00.25;177740;80;135;25;0,196153846;99,38461538;177742,1538;;;5,89744E-05;;
0,19;99;0:00.24;177796;0,18;100;0:00.25;177908;0,21;99;0:00.25;177796;0,2;99;0:00.25;177624;0,2;100;0:00.25;177728;0,2;100;0:00.24;177760;0,19;100;0:00.25;177932;0,2;100;0:00.24;177640;0,21;99;0:00.25;177856;0,19;99;0:00.24;177792;0,19;100;0:00.24;177796;0,19;99;0:00.25;177844;0,21;99;0:00.25;177188;80;140;25;0,196923077;99,46153846;177743,0769;;;8,97436E-05;;
0,19;99;0:00.25;177844;0,19;99;0:00.25;177744;0,21;100;0:00.25;177804;0,19;99;0:00.25;177840;0,2;100;0:00.25;177836;0,19;100;0:00.25;177844;0,18;100;0:00.24;177848;0,2;100;0:00.25;177636;0,19;100;0:00.24;177868;0,18;99;0:00.25;177628;0,19;99;0:00.25;177840;0,19;100;0:00.25;177924;0,18;99;0:00.24;177904;80;145;25;0,190769231;99,53846154;177812,3077;;;7,4359E-05;;
0,18;99;0:00.25;177768;0,2;100;0:00.24;177928;0,18;99;0:00.25;177744;0,21;100;0:00.25;177848;0,2;99;0:00.25;177624;0,19;99;0:00.25;177728;0,2;100;0:00.25;177856;0,19;100;0:00.24;177836;0,2;100;0:00.25;177836;0,2;99;0:00.25;177764;0,19;100;0:00.24;177768;0,2;99;0:00.24;177808;0,21;100;0:00.25;177764;80;150;25;0,196153846;99,53846154;177790,1538;;;9,23077E-05;;
0,19;99;0:00.24;177744;0,2;99;0:00.25;177768;0,22;100;0:00.25;177632;0,19;99;0:00.25;177620;0,18;99;0:00.25;177760;0,19;100;0:00.25;177760;0,19;99;0:00.25;177856;0,19;100;0:00.24;177836;0,21;99;0:00.25;177632;0,17;100;0:00.24;177828;0,19;99;0:00.25;177808;0,2;99;0:00.25;177796;0,2;99;0:00.24;177924;80;155;25;0,193846154;99,30769231;177766,4615;;;0,000158974;;
0,19;99;0:00.25;177744;0,21;99;0:00.24;177768;0,21;100;0:00.25;177632;0,21;99;0:00.25;177844;0,2;100;0:00.24;177620;0,21;99;0:00.25;177860;0,2;99;0:00.25;177848;0,19;100;0:00.25;177748;0,19;100;0:00.25;177804;0,2;100;0:00.24;177796;0,2;100;0:00.25;177796;0,21;100;0:00.24;177860;0,19;99;0:00.25;177808;80;160;25;0,200769231;99,53846154;177779,0769;;;7,4359E-05;;
0,21;99;0:00.25;177748;0,19;100;0:00.24;177908;0,2;100;0:00.25;177796;0,2;99;0:00.25;177736;0,2;100;0:00.25;177856;0,2;100;0:00.25;177804;0,2;99;0:00.25;177748;0,2;99;0:00.25;177748;0,19;99;0:00.24;177852;0,2;99;0:00.24;177904;0,2;100;0:00.25;177924;0,2;99;0:00.25;177808;0,2;99;0:00.25;177848;80;165;25;0,199230769;99,38461538;177821,5385;;;2,4359E-05;;
0,21;99;0:00.25;177744;0,21;100;0:00.24;177852;0,19;100;0:00.25;177852;0,21;100;0:00.25;177804;0,2;99;0:00.25;177920;0,2;100;0:00.25;177824;0,2;99;0:00.25;177932;0,2;100;0:00.25;177856;0,2;99;0:00.25;177848;0,2;100;0:00.25;177732;0,19;100;0:00.25;177796;0,19;99;0:00.24;177740;0,2;99;0:00.25;177796;80;170;25;0,2;99,53846154;177822,7692;;;5E-05;;
