User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,21;134;0:00.32;672928;0,22;135;0:00.32;673036;0,21;132;0:00.32;672976;0,22;133;0:00.32;672896;0,17;127;0:00.33;673008;0,18;126;0:00.32;673048;0,24;137;0:00.33;672940;0,21;134;0:00.32;672980;0,18;128;0:00.32;673072;0,24;135;0:00.32;673008;0,23;133;0:00.33;672992;0,2;129;0:00.32;672956;0,24;134;0:00.33;673164;75;75;20;0,211538462;132,0769231;673000,3077;;;0,000564103;;
0,21;134;0:00.33;672916;0,25;135;0:00.32;673028;0,07;49;0:00.58;673012;0,23;137;0:00.33;672996;0,23;135;0:00.32;672904;0,22;136;0:00.33;672944;0,19;133;0:00.33;673076;0,27;138;0:00.32;673048;0,22;135;0:00.31;672972;0,23;137;0:00.32;673024;0,17;132;0:00.32;673008;0,21;138;0:00.31;673076;0,21;136;0:00.32;672888;80;80;20;0,208461538;128,8461538;672991,6923;;;0,002347436;;
0,22;136;0:00.33;673036;0,24;134;0:00.32;672932;0,23;138;0:00.32;672956;0,23;136;0:00.32;672992;0,2;135;0:00.33;672952;0,25;136;0:00.33;673012;0,23;135;0:00.33;672996;0,22;135;0:00.32;673188;0,23;137;0:00.32;673068;0,22;133;0:00.32;672956;0,22;133;0:00.32;672936;0,25;136;0:00.32;672952;0,22;134;0:00.32;673160;80;85;20;0,227692308;135,2307692;673010,4615;;;0,000185897;;
0,22;134;0:00.33;672944;0,25;136;0:00.33;673004;0,22;137;0:00.33;672956;0,2;133;0:00.32;672976;0,2;135;0:00.32;672928;0,22;136;0:00.33;673012;0,2;133;0:00.33;673016;0,2;135;0:00.31;672968;0,19;133;0:00.32;673088;0,23;137;0:00.33;673008;0,24;137;0:00.33;673016;0,24;134;0:00.32;672992;0,23;137;0:00.33;672992;80;90;20;0,218461538;135,1538462;672992,3077;;;0,000364103;;
0,18;131;0:00.31;672956;0,19;130;0:00.32;672956;0,19;131;0:00.31;672944;0,25;137;0:00.32;672932;0,23;135;0:00.33;672928;0,21;137;0:00.32;673012;0,21;134;0:00.33;673032;0,21;129;0:00.32;672960;0,2;134;0:00.33;673080;0,23;132;0:00.32;672996;0,21;132;0:00.32;673060;0,21;135;0:00.32;673016;0,21;136;0:00.32;672896;80;95;20;0,21;133,3076923;672982,1538;;;0,00035;;
0,22;137;0:00.33;672932;0,21;132;0:00.32;672932;0,2;136;0:00.33;672944;0,19;130;0:00.32;673016;0,23;137;0:00.32;673172;0,2;132;0:00.32;673004;0,25;133;0:00.33;672912;0,21;133;0:00.32;673076;0,22;134;0:00.32;672932;0,22;137;0:00.33;672996;0,23;136;0:00.33;672952;0,21;136;0:00.32;672948;0,2;134;0:00.32;672928;80;100;20;0,214615385;134,3846154;672980,3077;;;0,000260256;;
0,23;136;0:00.32;672988;0,2;135;0:00.32;673036;0,22;134;0:00.33;673076;0,24;137;0:00.32;672932;0,2;133;0:00.31;672928;0,23;139;0:00.31;673052;0,21;134;0:00.34;673188;0,23;137;0:00.32;673104;0,22;136;0:00.31;672952;0,25;137;0:00.32;673036;0,24;136;0:00.32;673028;0,19;138;0:00.31;672916;0,22;134;0:00.33;672948;80;105;20;0,221538462;135,8461538;673014,1538;;;0,000314103;;
0,23;132;0:00.32;673076;0,23;137;0:00.33;672972;0,23;136;0:00.33;672968;0,23;137;0:00.33;673068;0,24;136;0:00.32;673020;0,22;135;0:00.33;673028;0,21;132;0:00.33;672980;0,23;135;0:00.32;672988;0,22;135;0:00.32;673100;0,21;136;0:00.33;673024;0,21;137;0:00.33;673032;0,26;136;0:00.33;673060;0,25;137;0:00.33;673020;80;110;20;0,228461538;135,4615385;673025,8462;;;0,000230769;;
0,23;137;0:00.33;673080;0,22;136;0:00.32;673036;0,25;136;0:00.33;673076;0,22;136;0:00.32;672996;0,23;136;0:00.32;673076;0,25;135;0:00.32;673036;0,22;136;0:00.33;673028;0,22;132;0:00.32;673100;0,18;133;0:00.32;673064;0,19;132;0:00.33;672980;0,22;135;0:00.33;672964;0,2;135;0:00.32;673036;0,22;134;0:00.33;673188;80;115;20;0,219230769;134,8461538;673050,7692;;;0,000407692;;
0,23;136;0:00.33;673020;0,24;133;0:00.33;672980;0,18;133;0:00.32;673096;0,19;133;0:00.33;672992;0,23;137;0:00.32;673016;0,23;137;0:00.32;672964;0,2;137;0:00.33;672928;0,24;135;0:00.32;672936;0,23;133;0:00.33;673088;0,27;137;0:00.33;672932;0,26;137;0:00.33;673036;0,24;137;0:00.33;673196;0,22;136;0:00.33;672968;80;120;20;0,227692308;135,4615385;673011,6923;;;0,000652564;;
0,22;136;0:00.33;672944;0,21;134;0:00.32;672980;0,23;135;0:00.33;673040;0,23;137;0:00.33;672936;0,22;137;0:00.32;672960;0,22;135;0:00.32;672924;0,21;134;0:00.34;673060;0,25;137;0:00.32;673192;0,24;137;0:00.33;673088;0,2;134;0:00.32;673028;0,22;137;0:00.32;672972;0,19;136;0:00.32;672948;0,22;136;0:00.32;672952;80;125;20;0,22;135,7692308;673001,8462;;;0,00025;;
0,22;135;0:00.33;672944;0,24;134;0:00.32;672984;0,22;136;0:00.32;673088;0,2;135;0:00.32;672912;0,24;134;0:00.33;672932;0,22;138;0:00.32;673008;0,21;135;0:00.32;672944;0,22;134;0:00.32;672940;0,23;136;0:00.33;673104;0,24;135;0:00.33;672936;0,23;134;0:00.32;673080;0,19;134;0:00.32;673016;0,2;134;0:00.33;673068;80;130;20;0,22;134,9230769;672996,6154;;;0,000266667;;
0,22;135;0:00.33;672912;0,2;136;0:00.32;673176;0,27;137;0:00.33;672996;0,21;136;0:00.33;672916;0,21;136;0:00.33;673052;0,22;135;0:00.33;673160;0,22;137;0:00.33;672904;0,21;133;0:00.32;672936;0,24;138;0:00.32;673172;0,22;136;0:00.32;672920;0,23;138;0:00.32;672900;0,23;137;0:00.33;673064;0,2;134;0:00.32;672920;80;135;20;0,221538462;136;673002,1538;;;0,000347436;;
0,23;137;0:00.32;672924;0,23;138;0:00.32;672916;0,18;126;0:00.32;673004;0,23;137;0:00.33;672984;0,19;129;0:00.32;673048;0,19;129;0:00.32;672940;0,19;135;0:00.33;673044;0,22;137;0:00.32;672948;0,23;137;0:00.32;673008;0,22;135;0:00.33;672944;0,25;135;0:00.33;672924;0,23;136;0:00.32;673164;0,2;132;0:00.33;673156;80;140;20;0,214615385;134,0769231;673000,3077;;;0,000476923;;
0,25;136;0:00.33;673056;0,23;137;0:00.32;673004;0,22;132;0:00.33;673012;0,23;135;0:00.32;672888;0,23;137;0:00.33;672948;0,22;137;0:00.33;672908;0,21;129;0:00.33;672936;0,24;136;0:00.32;672932;0,22;133;0:00.32;672908;0,22;132;0:00.33;672900;0,26;136;0:00.32;673068;0,25;136;0:00.32;673044;0,24;134;0:00.33;672912;80;145;20;0,232307692;134,6153846;672962,7692;;;0,000219231;;
0,23;134;0:00.32;673152;0,24;137;0:00.32;672940;0,22;135;0:00.33;672940;0,26;137;0:00.33;672980;0,2;130;0:00.33;672928;0,21;131;0:00.32;672996;0,22;136;0:00.33;672944;0,24;135;0:00.33;673004;0,24;138;0:00.32;673060;0,25;135;0:00.33;673028;0,22;135;0:00.32;673000;0,21;136;0:00.33;672908;0,23;134;0:00.33;672900;80;150;20;0,228461538;134,8461538;672983,0769;;;0,000297436;;
0,19;135;0:00.33;672944;0,21;137;0:00.32;673000;0,21;136;0:00.32;672936;0,22;134;0:00.32;672964;0,23;135;0:00.33;673044;0,24;136;0:00.33;672916;0,2;134;0:00.33;672932;0,23;136;0:00.33;672936;0,23;136;0:00.33;673016;0,23;137;0:00.32;673008;0,23;136;0:00.33;672904;0,21;133;0:00.33;672912;0,2;135;0:00.32;672904;80;155;20;0,217692308;135,3846154;672955,0769;;;0,000235897;;
0,23;134;0:00.33;672916;0,27;138;0:00.33;673012;0,25;135;0:00.32;672940;0,2;130;0:00.33;672884;0,2;135;0:00.33;672904;0,27;137;0:00.33;672944;0,2;131;0:00.33;673048;0,24;136;0:00.33;672964;0,21;125;0:00.32;672916;0,2;135;0:00.32;673060;0,2;131;0:00.33;673068;0,23;133;0:00.33;673060;0,24;135;0:00.33;672988;80;160;20;0,226153846;133,4615385;672977,2308;;;0,000708974;;
0,2;131;0:00.33;673004;0,2;135;0:00.32;672928;0,23;137;0:00.32;673016;0,19;133;0:00.33;672932;0,26;137;0:00.32;672924;0,21;130;0:00.33;672932;0,08;56;0:00.50;672932;0,24;138;0:00.32;672896;0,24;137;0:00.32;672932;0,22;136;0:00.33;673168;0,22;136;0:00.33;673060;0,23;136;0:00.32;672940;0,21;135;0:00.32;673048;80;165;20;0,21;129;672977,8462;;;0,0019;;
0,23;134;0:00.33;672940;0,23;133;0:00.33;672912;0,22;135;0:00.32;672996;0,23;138;0:00.32;672896;0,23;138;0:00.32;673160;0,24;137;0:00.33;673056;0,23;136;0:00.33;672952;0,21;128;0:00.32;673016;0,24;137;0:00.32;672928;0,2;128;0:00.32;672928;0,23;135;0:00.33;672912;0,23;135;0:00.33;672932;0,23;136;0:00.33;673012;80;170;20;0,226923077;134,6153846;672972,3077;;;0,000123077;;
0,2;133;0:00.33;673024;0,23;134;0:00.32;673008;0,22;134;0:00.33;673176;0,26;137;0:00.33;672924;0,24;137;0:00.33;673000;0,23;137;0:00.33;673028;0,22;133;0:00.33;672924;0,22;135;0:00.33;673060;0,23;135;0:00.33;673064;0,21;137;0:00.33;672916;0,24;135;0:00.33;673064;0,22;136;0:00.32;672944;0,22;135;0:00.33;672888;80;175;20;0,226153846;135,2307692;673001,5385;;;0,000225641;;
0,25;133;0:00.33;673028;0,21;131;0:00.32;673172;0,23;135;0:00.33;673012;0,2;131;0:00.32;673008;0,23;135;0:00.32;672928;0,19;131;0:00.33;673068;0,21;135;0:00.33;672916;0,23;134;0:00.32;672884;0,23;139;0:00.31;672992;0,21;130;0:00.32;673032;0,24;138;0:00.32;673036;0,2;136;0:00.32;673068;0,18;120;0:00.32;673056;80;180;20;0,216153846;132,9230769;673015,3846;;;0,000425641;;
0,24;137;0:00.33;673052;0,26;138;0:00.32;673176;0,2;137;0:00.32;672960;0,24;137;0:00.32;672992;0,25;137;0:00.33;672940;0,2;137;0:00.33;673032;0,23;136;0:00.33;673012;0,25;135;0:00.33;672928;0,2;132;0:00.32;672956;0,23;136;0:00.33;673172;0,23;135;0:00.33;673060;0,23;135;0:00.32;672912;0,25;135;0:00.33;672992;80;185;20;0,231538462;135,9230769;673014,1538;;;0,000414103;;
0,22;137;0:00.33;672916;0,26;137;0:00.32;672948;0,24;137;0:00.32;673008;0,24;136;0:00.32;672908;0,19;134;0:00.33;673004;0,22;134;0:00.33;673176;0,2;136;0:00.33;672920;0,23;136;0:00.32;673012;0,23;135;0:00.32;673080;0,2;131;0:00.32;673032;0,23;135;0:00.32;673068;0,23;138;0:00.32;673040;0,21;127;0:00.33;672984;80;190;20;0,223076923;134,8461538;673007,3846;;;0,000373077;;
0,23;135;0:00.33;672928;0,18;133;0:00.33;672960;0,23;131;0:00.32;672952;0,21;138;0:00.32;672916;0,23;135;0:00.32;673052;0,24;137;0:00.32;673172;0,25;134;0:00.33;673008;0,19;134;0:00.33;673004;0,23;137;0:00.33;672952;0,23;138;0:00.32;672936;0,24;136;0:00.33;672924;0,23;137;0:00.33;672928;0,17;130;0:00.32;672996;80;195;20;0,22;135;672979,0769;;;0,000616667;;
0,24;137;0:00.33;673052;0,21;137;0:00.32;673064;0,22;138;0:00.32;672940;0,19;134;0:00.32;672940;0,22;135;0:00.32;673064;0,23;135;0:00.33;673168;0,2;130;0:00.33;673164;0,23;135;0:00.32;673076;0,23;137;0:00.32;673024;0,22;136;0:00.32;672936;0,23;138;0:00.33;673000;0,24;136;0:00.33;673008;0,17;131;0:00.32;673068;80;200;20;0,217692308;135,3076923;673038,7692;;;0,000419231;;
0,2;132;0:00.33;672916;0,24;136;0:00.32;673048;0,23;136;0:00.33;673164;0,19;135;0:00.32;672876;0,21;136;0:00.33;672980;0,21;136;0:00.32;672944;0,25;134;0:00.33;673004;0,21;135;0:00.33;673032;0,23;135;0:00.32;672996;0,2;135;0:00.33;672932;0,22;134;0:00.32;673056;0,2;131;0:00.32;672980;0,26;137;0:00.32;672996;40;40;25;0,219230769;134,7692308;672994,1538;672956,9231;min;0,000457692;min;1,2E-04
0,2;137;0:00.33;672900;0,21;135;0:00.33;673012;0,2;134;0:00.32;672932;0,24;138;0:00.32;672984;0,21;133;0:00.32;672940;0,23;135;0:00.32;673000;0,25;136;0:00.33;673164;0,22;133;0:00.32;672948;0,23;138;0:00.31;673012;0,22;137;0:00.32;673044;0,24;137;0:00.32;673056;0,24;137;0:00.32;672952;0,23;137;0:00.32;673156;45;45;25;0,224615385;135,9230769;673007,6923;673041,2308;max;0,000260256;max;2,5E-03
0,23;134;0:00.33;673020;0,25;137;0:00.32;673000;0,22;135;0:00.33;673040;0,23;137;0:00.33;672920;0,22;135;0:00.32;672928;0,18;130;0:00.32;672920;0,21;132;0:00.32;672948;0,24;137;0:00.32;672932;0,2;137;0:00.33;673016;0,23;136;0:00.33;672928;0,2;136;0:00.33;673004;0,21;134;0:00.33;673036;0,23;134;0:00.32;672940;50;50;25;0,219230769;134,9230769;672971,6923;673002,62;avg;0,000357692;avg;5,9E-04
0,22;137;0:00.33;673160;0,23;135;0:00.33;672952;0,21;136;0:00.32;673056;0,23;132;0:00.33;672920;0,19;132;0:00.32;672996;0,21;131;0:00.32;672984;0,21;134;0:00.33;672936;0,25;137;0:00.33;673016;0,22;138;0:00.32;672964;0,23;136;0:00.32;673052;0,23;137;0:00.32;672932;0,21;132;0:00.33;673068;0,24;135;0:00.33;673040;55;55;25;0,221538462;134,7692308;673005,8462;;;0,000247436;;
0,24;139;0:00.31;672920;0,23;134;0:00.32;672960;0,25;137;0:00.32;672912;0,2;134;0:00.32;672992;0,22;136;0:00.33;672900;0,2;137;0:00.32;673056;0,24;135;0:00.32;672944;0,19;133;0:00.31;673016;0,2;135;0:00.33;672932;0,24;137;0:00.32;673008;0,19;130;0:00.31;672996;0,19;133;0:00.32;673068;0,2;133;0:00.33;672988;60;60;25;0,214615385;134,8461538;672976,3077;;;0,000510256;;
0,19;130;0:00.32;673000;0,23;135;0:00.32;672920;0,24;134;0:00.33;673012;0,21;127;0:00.32;673044;0,17;127;0:00.32;673052;0,21;130;0:00.32;672988;0,17;126;0:00.33;673060;0,24;137;0:00.32;672956;0,18;130;0:00.32;673000;0,23;135;0:00.33;672908;0,2;129;0:00.32;673076;0,18;128;0:00.32;673064;0,21;132;0:00.33;673056;65;65;25;0,204615385;130,7692308;673010,4615;;;0,00064359;;
0,23;135;0:00.33;673012;0,17;133;0:00.32;673016;0,2;135;0:00.32;673024;0,22;136;0:00.32;672988;0,25;137;0:00.32;673060;0,2;136;0:00.33;672912;0,23;135;0:00.33;673068;0,24;138;0:00.31;673048;0,23;135;0:00.32;672920;0,21;133;0:00.33;672960;0,22;136;0:00.32;672948;0,22;137;0:00.32;673016;0,21;134;0:00.33;673168;70;70;25;0,217692308;135,3846154;673010,7692;;;0,000419231;;
0,22;136;0:00.32;672940;0,21;133;0:00.33;673184;0,22;137;0:00.32;673020;0,2;135;0:00.32;673048;0,23;137;0:00.32;672952;0,19;134;0:00.32;672908;0,24;136;0:00.33;673172;0,24;136;0:00.33;672952;0,19;133;0:00.33;672936;0,22;130;0:00.32;673068;0,24;135;0:00.32;672944;0,22;136;0:00.32;672936;0,21;136;0:00.32;673064;75;75;25;0,217692308;134,9230769;673009,5385;;;0,000302564;;
0,23;136;0:00.33;673060;0,22;137;0:00.32;672940;0,19;133;0:00.33;672916;0,24;137;0:00.33;672976;0,22;137;0:00.33;672944;0,28;137;0:00.32;672924;0,19;129;0:00.33;672928;0,21;136;0:00.32;673044;0,24;135;0:00.32;672948;0,24;137;0:00.33;672960;0,2;137;0:00.32;672916;0,21;137;0:00.32;672960;0,23;136;0:00.33;672924;80;80;25;0,223076923;135,6923077;672956,9231;;;0,00060641;;
0,25;137;0:00.33;673008;0,24;136;0:00.32;673064;0,22;136;0:00.32;673008;0,2;134;0:00.32;672912;0,19;132;0:00.32;672928;0,23;136;0:00.32;672960;0,21;133;0:00.33;673036;0,2;137;0:00.32;672924;0,22;133;0:00.32;672924;0,25;137;0:00.33;673000;0,21;130;0:00.32;673068;0,23;138;0:00.32;672948;0,2;134;0:00.32;672908;80;85;25;0,219230769;134,8461538;672976;;;0,000391026;;
0,24;134;0:00.32;673060;0,21;136;0:00.33;673024;0,22;135;0:00.32;673024;0,23;137;0:00.32;672996;0,21;133;0:00.32;673168;0,23;135;0:00.33;672932;0,21;135;0:00.32;672908;0,22;137;0:00.33;673016;0,21;136;0:00.32;673072;0,24;137;0:00.32;672924;0,24;136;0:00.33;673060;0,22;136;0:00.33;672916;0,23;137;0:00.32;672928;80;90;25;0,223846154;135,6923077;673002,1538;;;0,000142308;;
0,23;134;0:00.33;672928;0,21;135;0:00.32;672988;0,19;135;0:00.32;672944;0,23;135;0:00.31;672948;0,24;137;0:00.32;672908;0,21;137;0:00.33;672992;0,23;132;0:00.33;673008;0,23;137;0:00.33;673192;0,23;138;0:00.32;672948;0,24;137;0:00.33;672924;0,25;134;0:00.31;673044;0,2;136;0:00.32;672924;0,21;136;0:00.33;673004;80;95;25;0,223076923;135,6153846;672980,9231;;;0,00030641;;
0,22;135;0:00.33;673004;0,22;134;0:00.32;672916;0,21;137;0:00.33;673020;0,24;132;0:00.33;672932;0,24;134;0:00.33;673012;0,23;135;0:00.33;673012;0,19;131;0:00.33;672956;0,2;137;0:00.32;672956;0,23;136;0:00.33;673024;0,21;134;0:00.32;673016;0,23;136;0:00.32;673012;0,22;137;0:00.33;673008;0,19;132;0:00.32;673064;80;100;25;0,217692308;134,6153846;672994,7692;;;0,000285897;;
0,22;132;0:00.33;673024;0,24;136;0:00.32;673064;0,22;134;0:00.33;672980;0,21;137;0:00.32;673012;0,2;134;0:00.32;673032;0,22;135;0:00.32;672928;0,22;136;0:00.33;673024;0,23;137;0:00.32;673200;0,28;136;0:00.33;672980;0,24;137;0:00.32;673088;0,22;133;0:00.32;673024;0,27;138;0:00.32;673024;0,23;137;0:00.32;672952;80;105;25;0,230769231;135,5384615;673025,5385;;;0,000507692;;
0,29;135;0:00.32;672928;0,22;134;0:00.33;673080;0,24;133;0:00.32;673028;0,22;137;0:00.33;672912;0,07;70;0:00.40;672928;0,22;136;0:00.33;672944;0,24;136;0:00.33;673032;0,24;135;0:00.33;672988;0,22;135;0:00.33;673200;0,19;136;0:00.33;673092;0,22;137;0:00.33;672956;0,24;137;0:00.32;673092;0,23;137;0:00.32;673024;80;110;25;0,218461538;130,6153846;673015,6923;;;0,002497436;;
0,22;134;0:00.32;673012;0,23;135;0:00.32;673196;0,21;130;0:00.33;673052;0,24;137;0:00.33;673016;0,21;138;0:00.32;673032;0,21;137;0:00.32;673024;0,22;136;0:00.33;673192;0,21;136;0:00.32;672944;0,25;135;0:00.33;672948;0,23;138;0:00.32;673052;0,23;138;0:00.31;673036;0,2;134;0:00.32;672948;0,22;135;0:00.32;673084;80;115;25;0,221538462;135,6153846;673041,2308;;;0,000197436;;
0,19;130;0:00.32;673020;0,24;136;0:00.32;673060;0,23;135;0:00.33;672948;0,22;135;0:00.33;672940;0,21;136;0:00.33;672964;0,22;137;0:00.32;672932;0,24;133;0:00.33;672968;0,22;137;0:00.32;673088;0,22;135;0:00.32;673028;0,2;138;0:00.32;673196;0,27;136;0:00.33;673056;0,28;135;0:00.33;672960;0,24;135;0:00.32;673076;80;120;25;0,229230769;135,2307692;673018,1538;;;0,000641026;;
0,24;134;0:00.33;672928;0,23;137;0:00.32;673036;0,22;136;0:00.33;673060;0,23;137;0:00.33;673052;0,21;137;0:00.33;673024;0,21;136;0:00.33;673020;0,22;135;0:00.33;673032;0,24;136;0:00.32;672972;0,2;137;0:00.32;673080;0,18;133;0:00.33;673096;0,21;138;0:00.32;672928;0,23;137;0:00.32;673056;0,2;135;0:00.33;673076;80;125;25;0,216923077;136;673027,6923;;;0,00030641;;
0,23;136;0:00.33;673016;0,2;132;0:00.33;672964;0,25;134;0:00.32;672956;0,24;137;0:00.32;673040;0,18;127;0:00.33;672960;0,22;133;0:00.33;672980;0,24;137;0:00.33;672968;0,24;137;0:00.32;672904;0,21;135;0:00.33;673088;0,21;135;0:00.33;673080;0,23;136;0:00.33;672952;0,21;135;0:00.33;673088;0,21;132;0:00.33;672924;80;130;25;0,220769231;134,3076923;672993,8462;;;0,000391026;;
0,22;134;0:00.32;672912;0,23;134;0:00.33;673004;0,22;132;0:00.33;673072;0,22;137;0:00.33;672916;0,24;135;0:00.32;672996;0,22;133;0:00.32;673148;0,22;134;0:00.33;672976;0,21;139;0:00.31;672944;0,27;138;0:00.32;672940;0,21;137;0:00.33;673032;0,2;136;0:00.32;673032;0,2;133;0:00.32;673004;0,24;134;0:00.33;673060;80;135;25;0,223076923;135,0769231;673002,7692;;;0,00035641;;
0,18;132;0:00.33;672920;0,24;138;0:00.32;673008;0,06;71;0:00.40;673168;0,21;133;0:00.32;673140;0,24;137;0:00.33;672896;0,24;136;0:00.32;672932;0,24;134;0:00.33;673160;0,24;138;0:00.32;673068;0,18;128;0:00.32;672992;0,21;136;0:00.33;673004;0,22;136;0:00.32;673000;0,21;131;0:00.33;672900;0,24;136;0:00.33;672904;80;140;25;0,208461538;129,6923077;673007,0769;;;0,002480769;;
0,2;132;0:00.32;672956;0,21;134;0:00.33;672944;0,22;135;0:00.33;672992;0,2;134;0:00.33;672984;0,22;136;0:00.33;673048;0,24;139;0:00.31;672944;0,23;134;0:00.33;673000;0,22;136;0:00.32;672928;0,24;136;0:00.33;673172;0,2;135;0:00.32;673004;0,22;137;0:00.32;673048;0,23;135;0:00.33;673064;0,25;137;0:00.33;672928;80;145;25;0,221538462;135,3846154;673000,9231;;;0,000264103;;
0,2;136;0:00.33;672928;0,24;138;0:00.32;672940;0,22;130;0:00.33;672940;0,23;133;0:00.32;673028;0,24;136;0:00.33;673164;0,19;135;0:00.32;673064;0,24;137;0:00.33;673160;0,2;135;0:00.32;673176;0,22;128;0:00.32;672920;0,21;138;0:00.32;673004;0,22;134;0:00.33;672992;0,23;136;0:00.33;672984;0,23;134;0:00.32;672900;80;150;25;0,220769231;134,6153846;673015,3846;;;0,000274359;;
0,2;132;0:00.33;673056;0,28;137;0:00.33;672956;0,21;132;0:00.32;673064;0,22;136;0:00.33;672920;0,24;138;0:00.32;673160;0,26;136;0:00.33;673164;0,21;127;0:00.33;673164;0,22;135;0:00.33;673052;0,25;136;0:00.33;673168;0,25;136;0:00.33;672948;0,23;133;0:00.33;672924;0,23;135;0:00.33;672936;0,21;137;0:00.33;672896;80;155;25;0,231538462;134,6153846;673031,3846;;;0,000547436;;
0,23;135;0:00.33;672892;0,19;132;0:00.32;673176;0,22;136;0:00.33;672936;0,23;137;0:00.32;673016;0,25;137;0:00.33;673068;0,23;138;0:00.32;673052;0,24;135;0:00.33;672948;0,23;136;0:00.32;672932;0,06;44;0:00.64;672952;0,2;132;0:00.32;672928;0,24;136;0:00.33;672924;0,22;136;0:00.32;672956;0,22;134;0:00.33;672928;80;160;25;0,212307692;128,3076923;672977,5385;;;0,002352564;;
0,24;133;0:00.33;673000;0,22;132;0:00.32;673060;0,21;130;0:00.33;673060;0,22;135;0:00.33;672912;0,2;133;0:00.32;673004;0,26;138;0:00.32;673072;0,23;137;0:00.33;672944;0,18;133;0:00.33;672936;0,25;135;0:00.33;673176;0,25;136;0:00.33;673060;0,22;135;0:00.32;672908;0,24;138;0:00.33;672988;0,21;132;0:00.32;673048;80;165;25;0,225384615;134,3846154;673012,9231;;;0,000510256;;
0,23;131;0:00.33;673040;0,2;137;0:00.31;672948;0,22;136;0:00.33;673036;0,22;132;0:00.33;673020;0,23;137;0:00.33;672896;0,24;136;0:00.33;672940;0,22;137;0:00.33;672928;0,23;137;0:00.32;673176;0,23;137;0:00.32;673016;0,24;137;0:00.32;672900;0,24;136;0:00.32;673040;0,22;135;0:00.32;673172;0,23;135;0:00.33;673040;80;170;25;0,226923077;135,6153846;673011,6923;;;0,000123077;;
0,21;130;0:00.32;673156;0,21;134;0:00.32;673064;0,21;137;0:00.32;672944;0,23;136;0:00.32;672988;0,19;133;0:00.33;672912;0,23;136;0:00.33;673008;0,22;133;0:00.33;672952;0,23;137;0:00.33;672944;0,23;135;0:00.32;673080;0,25;136;0:00.32;672932;0,23;137;0:00.33;673076;0,2;132;0:00.33;672936;0,23;137;0:00.33;673000;80;175;25;0,220769231;134,8461538;672999,3846;;;0,000257692;;
0,2;134;0:00.33;672988;0,26;135;0:00.32;672940;0,22;135;0:00.32;673004;0,2;131;0:00.32;672924;0,22;136;0:00.33;673056;0,24;135;0:00.32;673004;0,23;134;0:00.33;672936;0,19;136;0:00.32;673008;0,24;136;0:00.32;673072;0,21;137;0:00.32;673184;0,24;134;0:00.32;673008;0,23;134;0:00.33;673000;0,21;132;0:00.33;672976;80;180;25;0,222307692;134,5384615;673007,6923;;;0,000402564;;
0,2;135;0:00.32;673052;0,25;136;0:00.33;672932;0,18;135;0:00.32;673168;0,23;137;0:00.33;672984;0,21;136;0:00.33;672988;0,25;136;0:00.33;673008;0,24;134;0:00.33;673072;0,22;133;0:00.32;673044;0,24;136;0:00.32;673072;0,22;136;0:00.32;672956;0,21;134;0:00.33;672964;0,24;135;0:00.32;673028;0,19;126;0:00.32;672900;80;185;25;0,221538462;134,5384615;673012,9231;;;0,000514103;;
0,23;136;0:00.32;672920;0,24;138;0:00.32;673016;0,23;134;0:00.33;672932;0,2;135;0:00.32;673016;0,23;137;0:00.33;673012;0,23;138;0:00.32;672924;0,2;133;0:00.33;672932;0,25;138;0:00.32;673084;0,23;138;0:00.32;673016;0,23;136;0:00.33;673012;0,21;129;0:00.33;673004;0,2;137;0:00.33;673064;0,16;118;0:00.32;672996;80;190;25;0,218461538;134,3846154;672994,4615;;;0,000564103;;
0,23;136;0:00.33;673052;0,21;136;0:00.33;672996;0,23;135;0:00.33;673040;0,21;137;0:00.32;673056;0,2;131;0:00.32;672900;0,2;132;0:00.33;672900;0,21;131;0:00.33;672932;0,25;135;0:00.33;672956;0,25;136;0:00.33;673020;0,18;134;0:00.32;673056;0,25;137;0:00.32;673072;0,2;136;0:00.32;672992;0,24;134;0:00.33;673004;80;195;25;0,22;134,6153846;672998,1538;;;0,000533333;;
