User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,22;133;0:00.33;672956;0,25;137;0:00.33;673192;0,21;133;0:00.32;673064;0,19;133;0:00.32;672936;0,24;137;0:00.33;673048;0,25;137;0:00.33;673008;0,18;133;0:00.33;673028;0,19;136;0:00.33;672988;0,2;136;0:00.33;672968;0,27;136;0:00.33;673012;0,21;134;0:00.33;673080;0,22;136;0:00.33;672960;0,23;137;0:00.33;673004;80;120;10;0,22;135,2307692;673018,7692;;;0,000733333;;
0,22;137;0:00.33;672964;0,21;130;0:00.32;672952;0,2;134;0:00.33;672956;0,19;135;0:00.32;673088;0,23;135;0:00.33;673192;0,24;135;0:00.32;673056;0,26;137;0:00.33;672988;0,2;133;0:00.33;673024;0,22;134;0:00.32;673088;0,22;134;0:00.34;672936;0,23;137;0:00.33;673028;0,22;133;0:00.33;673088;0,18;137;0:00.32;673044;80;125;10;0,216923077;134,6923077;673031,0769;;;0,00045641;;
0,21;136;0:00.33;673060;0,23;137;0:00.33;672940;0,21;137;0:00.32;673032;0,23;137;0:00.32;673012;0,2;133;0:00.32;672960;0,26;136;0:00.33;673012;0,2;128;0:00.33;673092;0,21;136;0:00.33;673040;0,23;135;0:00.33;672964;0,24;135;0:00.33;672896;0,26;136;0:00.32;672968;0,21;134;0:00.33;672952;0,22;137;0:00.33;673020;80;130;10;0,223846154;135,1538462;672996;;;0,000408974;;
0,25;136;0:00.33;673060;0,21;136;0:00.33;673052;0,19;134;0:00.33;673164;0,16;126;0:00.32;673144;0,22;137;0:00.33;673064;0,23;135;0:00.33;672904;0,25;136;0:00.33;673040;0,2;137;0:00.32;672932;0,24;137;0:00.32;673164;0,24;137;0:00.33;672924;0,2;130;0:00.32;673064;0,24;136;0:00.32;673044;0,24;135;0:00.33;673152;80;135;10;0,220769231;134,7692308;673054,4615;;;0,000741026;;
0,24;137;0:00.33;672912;0,19;134;0:00.33;673172;0,24;136;0:00.33;673052;0,22;136;0:00.33;672968;0,22;136;0:00.33;672932;0,24;137;0:00.33;672936;0,24;134;0:00.33;672916;0,2;134;0:00.33;672952;0,23;137;0:00.33;672928;0,21;136;0:00.32;673068;0,24;134;0:00.33;672940;0,2;132;0:00.33;672912;0,17;130;0:00.33;672920;80;140;10;0,218461538;134,8461538;672969,8462;;;0,000530769;;
0,24;136;0:00.33;672904;0,2;132;0:00.33;672992;0,22;134;0:00.33;672900;0,24;135;0:00.33;673144;0,22;136;0:00.33;673052;0,22;137;0:00.33;673020;0,22;137;0:00.33;672992;0,2;131;0:00.33;672936;0,23;137;0:00.33;673064;0,23;137;0:00.32;673060;0,18;132;0:00.33;673052;0,25;137;0:00.33;672924;0,24;135;0:00.33;672896;80;145;10;0,222307692;135,0769231;672995,0769;;;0,000385897;;
0,23;134;0:00.33;673008;0,23;136;0:00.32;672932;0,24;137;0:00.33;672936;0,22;132;0:00.32;673144;0,23;137;0:00.34;673064;0,24;137;0:00.33;672996;0,22;133;0:00.33;672984;0,23;132;0:00.33;672936;0,22;136;0:00.33;673176;0,23;135;0:00.33;672924;0,22;136;0:00.32;672900;0,23;135;0:00.33;672936;0,24;136;0:00.33;672996;80;150;10;0,229230769;135,0769231;672994,7692;;;5,77E-05;;
0,21;134;0:00.33;673040;0,23;136;0:00.32;672936;0,26;136;0:00.33;672988;0,22;134;0:00.33;672880;0,23;134;0:00.33;672948;0,23;137;0:00.33;672976;0,23;137;0:00.33;672992;0,2;130;0:00.32;672952;0,2;135;0:00.32;673012;0,23;137;0:00.32;672896;0,23;134;0:00.32;673004;0,25;137;0:00.32;673000;0,24;136;0:00.33;672904;80;155;10;0,227692308;135,1538462;672963,6923;;;0,000302564;;
0,2;137;0:00.33;672944;0,23;138;0:00.32;673012;0,21;133;0:00.32;672948;0,22;136;0:00.32;673056;0,24;134;0:00.33;672920;0,21;133;0:00.32;673024;0,24;137;0:00.33;672908;0,21;137;0:00.33;673016;0,21;135;0:00.33;673036;0,25;137;0:00.33;672932;0,24;138;0:00.33;673008;0,2;133;0:00.33;672908;0,17;136;0:00.33;672992;80;160;10;0,217692308;135,6923077;672977,2308;;;0,000485897;;
0,21;136;0:00.33;673064;0,21;136;0:00.33;672904;0,25;137;0:00.33;673008;0,27;136;0:00.33;672900;0,23;136;0:00.33;673000;0,2;135;0:00.32;672988;0,2;133;0:00.33;672992;0,23;135;0:00.32;673004;0,21;136;0:00.33;672972;0,22;136;0:00.33;673008;0,22;135;0:00.33;673172;0,25;137;0:00.33;673068;0,24;134;0:00.33;672996;80;165;10;0,226153846;135,5384615;673005,8462;;;0,000458974;;
0,19;133;0:00.33;672900;0,21;137;0:00.32;673060;0,22;136;0:00.33;673064;0,23;137;0:00.33;672988;0,23;132;0:00.33;672912;0,23;130;0:00.33;672952;0,23;137;0:00.33;672952;0,22;136;0:00.32;672952;0,19;129;0:00.33;673008;0,2;133;0:00.32;673008;0,24;137;0:00.33;672900;0,22;137;0:00.32;673008;0,2;132;0:00.33;672972;80;170;10;0,216153846;134,3076923;672975,0769;;;0,000275641;;
0,21;135;0:00.33;672916;0,22;134;0:00.33;673076;0,21;136;0:00.32;673176;0,21;137;0:00.32;672936;0,22;135;0:00.33;673000;0,24;137;0:00.33;672900;0,22;137;0:00.33;673000;0,2;135;0:00.33;673080;0,21;136;0:00.33;672916;0,23;135;0:00.32;672948;0,21;133;0:00.33;672916;0,21;136;0:00.33;672880;0,22;136;0:00.33;672940;80;175;10;0,216153846;135,5384615;672975,6923;;;0,000108974;;
0,23;137;0:00.32;672940;0,23;137;0:00.33;673080;0,22;137;0:00.32;673012;0,19;129;0:00.33;673052;0,22;136;0:00.33;673060;0,22;134;0:00.33;673060;0,22;137;0:00.33;672972;0,22;131;0:00.32;672920;0,2;128;0:00.33;673172;0,24;136;0:00.32;673012;0,22;132;0:00.33;673072;0,18;128;0:00.32;672928;0,22;136;0:00.33;673000;80;180;10;0,216153846;133,6923077;673021,5385;;;0,000275641;;
0,24;136;0:00.33;673060;0,2;135;0:00.32;672952;0,23;134;0:00.33;672960;0,21;136;0:00.33;673152;0,2;138;0:00.33;673068;0,23;137;0:00.33;672936;0,19;127;0:00.33;672944;0,23;138;0:00.32;673024;0,24;135;0:00.33;673020;0,23;137;0:00.32;673076;0,22;136;0:00.33;673036;0,21;136;0:00.33;673080;0,25;136;0:00.33;672988;80;185;10;0,221538462;135,4615385;673022,7692;;;0,000330769;;
0,25;137;0:00.33;672944;0,24;136;0:00.32;672960;0,23;137;0:00.33;673040;0,22;137;0:00.33;673056;0,22;138;0:00.32;673036;0,23;135;0:00.31;672920;0,23;134;0:00.34;672992;0,22;138;0:00.33;673068;0,26;138;0:00.32;673000;0,26;137;0:00.33;672916;0,22;136;0:00.33;673004;0,24;136;0:00.33;673004;0,18;130;0:00.33;672928;80;190;10;0,230769231;136,0769231;672989,8462;;;0,000441026;;
0,25;137;0:00.33;673068;0,23;136;0:00.32;673020;0,22;137;0:00.33;672932;0,24;135;0:00.32;672980;0,26;138;0:00.32;672928;0,18;130;0:00.33;672956;0,2;134;0:00.33;672928;0,25;135;0:00.33;673008;0,23;134;0:00.33;673004;0,23;136;0:00.33;672944;0,24;135;0:00.33;672928;0,23;137;0:00.33;672936;0,17;121;0:00.33;673028;80;195;10;0,225384615;134,2307692;672973,8462;;;0,000726923;;
0,2;138;0:00.31;673064;0,24;133;0:00.33;673064;0,23;137;0:00.33;673008;0,22;131;0:00.32;672924;0,23;136;0:00.33;672912;0,22;137;0:00.33;672940;0,22;134;0:00.34;672932;0,21;129;0:00.33;672916;0,26;138;0:00.32;673044;0,18;130;0:00.33;672960;0,21;134;0:00.31;673064;0,22;139;0:00.31;672992;0,2;132;0:00.34;673056;80;200;10;0,218461538;134,4615385;672990,4615;;;0,000397436;;
0,23;135;0:00.33;672940;0,22;132;0:00.32;672932;0,24;136;0:00.32;672940;0,2;134;0:00.31;672880;0,21;134;0:00.33;673048;0,23;135;0:00.33;672992;0,2;134;0:00.33;672924;0,21;133;0:00.33;673168;0,21;132;0:00.32;673068;0,18;131;0:00.32;672916;0,23;137;0:00.32;673004;0,24;136;0:00.33;672908;0,2;138;0:00.32;672976;40;40;15;0,215384615;134,3846154;672976,6154;672957,8462;min;0,000326923;min;1,1E-04
0,21;134;0:00.33;672920;0,21;133;0:00.32;673168;0,19;129;0:00.31;672940;0,24;132;0:00.32;672908;0,18;132;0:00.32;672940;0,19;131;0:00.32;673056;0,23;136;0:00.32;673060;0,22;137;0:00.32;673052;0,22;129;0:00.33;673068;0,21;137;0:00.33;673000;0,2;128;0:00.32;673040;0,22;132;0:00.32;672996;0,23;135;0:00.33;673044;45;45;15;0,211538462;132,6923077;673014,7692;673047,3846;max;0,000314103;max;2,2E-03
0,23;135;0:00.33;673044;0,21;135;0:00.32;672960;0,25;137;0:00.32;673008;0,26;137;0:00.32;673048;0,21;134;0:00.32;673068;0,22;136;0:00.33;673160;0,23;134;0:00.32;672940;0,21;136;0:00.32;673000;0,25;137;0:00.32;673008;0,23;137;0:00.31;672984;0,22;135;0:00.32;673052;0,21;137;0:00.33;673164;0,2;136;0:00.32;672988;50;50;15;0,225384615;135,8461538;673032,6154;673003,6457;avg;0,00034359;avg;3,5E-04
0,21;135;0:00.33;672908;0,22;136;0:00.33;673072;0,22;134;0:00.33;672996;0,24;137;0:00.33;673032;0,2;135;0:00.32;672932;0,21;135;0:00.32;673068;0,21;135;0:00.33;673068;0,22;132;0:00.32;673008;0,22;136;0:00.32;672916;0,24;137;0:00.32;673000;0,23;137;0:00.31;673032;0,25;137;0:00.32;673068;0,22;135;0:00.32;672976;55;55;15;0,222307692;135,4615385;673005,8462;;;0,000202564;;
0,21;130;0:00.33;672928;0,2;133;0:00.31;673176;0,23;136;0:00.32;673008;0,2;133;0:00.32;672896;0,21;136;0:00.33;673024;0,23;135;0:00.32;673064;0,23;128;0:00.33;673172;0,25;136;0:00.32;673020;0,21;133;0:00.33;673020;0,19;133;0:00.32;673032;0,23;136;0:00.32;672940;0,23;136;0:00.32;672932;0,22;135;0:00.32;672940;60;60;15;0,218461538;133,8461538;673011,6923;;;0,000280769;;
0,26;136;0:00.33;672976;0,24;136;0:00.33;672944;0,16;128;0:00.32;672920;0,23;133;0:00.32;673036;0,23;134;0:00.32;673164;0,21;126;0:00.32;673000;0,18;131;0:00.33;672948;0,22;137;0:00.32;673072;0,19;129;0:00.32;672912;0,22;136;0:00.33;673068;0,21;129;0:00.32;672992;0,22;130;0:00.32;673072;0,22;133;0:00.32;672980;65;65;15;0,214615385;132,1538462;673006,4615;;;0,000676923;;
0,22;134;0:00.33;673056;0,2;133;0:00.32;673012;0,23;137;0:00.32;672912;0,24;137;0:00.32;673044;0,21;136;0:00.32;673056;0,21;135;0:00.33;673000;0,24;135;0:00.33;672936;0,21;136;0:00.32;673088;0,26;137;0:00.33;673052;0,23;137;0:00.32;673012;0,24;136;0:00.32;673080;0,22;136;0:00.33;672996;0,24;136;0:00.33;673164;70;70;15;0,226923077;135,7692308;673031,3846;;;0,000289744;;
0,21;132;0:00.32;673052;0,2;132;0:00.32;673172;0,23;137;0:00.32;673068;0,22;137;0:00.32;672888;0,23;132;0:00.32;673004;0,24;137;0:00.32;672928;0,2;132;0:00.33;673068;0,23;136;0:00.33;672948;0,22;136;0:00.32;672940;0,22;136;0:00.33;673008;0,18;134;0:00.32;673068;0,24;135;0:00.33;672928;0,22;137;0:00.33;672936;75;75;15;0,218461538;134,8461538;673000,6154;;;0,000297436;;
0,23;132;0:00.32;672940;0,21;136;0:00.31;672960;0,25;136;0:00.32;673072;0,21;136;0:00.32;672888;0,22;135;0:00.32;672956;0,25;136;0:00.33;672880;0,24;137;0:00.33;672912;0,23;137;0:00.31;673184;0,22;130;0:00.32;673084;0,21;137;0:00.33;673032;0,24;137;0:00.32;673040;0,23;135;0:00.33;672936;0,22;135;0:00.34;672932;80;80;15;0,227692308;135,3076923;672985,8462;;;0,000202564;;
0,24;134;0:00.32;673064;0,2;135;0:00.32;673068;0,21;135;0:00.32;673064;0,24;136;0:00.33;672980;0,23;138;0:00.32;673060;0,19;131;0:00.32;673008;0,21;136;0:00.33;672944;0,22;134;0:00.32;673084;0,18;134;0:00.32;673184;0,2;133;0:00.32;673060;0,24;138;0:00.32;673060;0,22;133;0:00.33;673016;0,24;133;0:00.32;672948;80;85;15;0,216923077;134,6153846;673041,5385;;;0,000423077;;
0,23;132;0:00.33;673068;0,21;137;0:00.32;673076;0,23;137;0:00.33;672952;0,24;135;0:00.33;673160;0,22;137;0:00.33;673068;0,23;137;0:00.33;673012;0,23;137;0:00.33;673072;0,26;138;0:00.32;673004;0,24;137;0:00.33;672944;0,22;137;0:00.32;672912;0,23;137;0:00.32;673176;0,21;136;0:00.33;672960;0,21;135;0:00.33;673032;80;90;15;0,227692308;136,3076923;673033,5385;;;0,000202564;;
0,26;137;0:00.32;673036;0,22;136;0:00.32;672928;0,23;136;0:00.33;672932;0,21;132;0:00.32;672916;0,21;134;0:00.32;673012;0,2;134;0:00.32;673060;0,22;133;0:00.33;673012;0,24;137;0:00.33;672964;0,19;129;0:00.32;672924;0,21;134;0:00.31;672956;0,18;130;0:00.32;673064;0,18;127;0:00.32;673084;0,17;133;0:00.33;673064;80;95;15;0,209230769;133,2307692;672996,3077;;;0,000657692;;
0,22;137;0:00.33;673052;0,21;134;0:00.33;673016;0,23;136;0:00.33;672904;0,22;136;0:00.33;672932;0,21;134;0:00.32;672912;0,23;136;0:00.33;673004;0,21;134;0:00.33;673076;0,22;137;0:00.32;672944;0,24;137;0:00.32;673024;0,25;137;0:00.33;673016;0,22;137;0:00.32;673072;0,22;137;0:00.33;673076;0,22;132;0:00.33;673004;80;100;15;0,223076923;135,6923077;673002,4615;;;0,000139744;;
0,21;137;0:00.33;672948;0,2;132;0:00.33;672936;0,23;134;0:00.32;673196;0,2;134;0:00.32;672996;0,25;135;0:00.32;673048;0,22;138;0:00.32;673080;0,25;136;0:00.33;673084;0,22;134;0:00.32;673040;0,21;135;0:00.32;673032;0,23;133;0:00.32;672952;0,22;134;0:00.33;672948;0,22;136;0:00.32;672956;0,23;135;0:00.31;673072;80;105;15;0,222307692;134,8461538;673022,1538;;;0,000252564;;
0,24;137;0:00.33;672932;0,24;138;0:00.32;673016;0,21;135;0:00.32;672944;0,25;137;0:00.32;672952;0,22;136;0:00.32;673024;0,22;138;0:00.32;672956;0,21;136;0:00.32;672944;0,23;135;0:00.32;673100;0,22;133;0:00.32;672944;0,23;137;0:00.33;673032;0,25;138;0:00.32;672920;0,22;135;0:00.32;672944;0,22;135;0:00.32;673040;80;110;15;0,227692308;136,1538462;672980,6154;;;0,000185897;;
0,23;135;0:00.33;673184;0,22;133;0:00.32;673080;0,24;136;0:00.32;672956;0,21;134;0:00.32;672952;0,22;137;0:00.33;673196;0,21;134;0:00.32;672960;0,21;137;0:00.33;672944;0,22;138;0:00.32;672992;0,21;136;0:00.32;672968;0,22;134;0:00.31;673020;0,18;129;0:00.32;672956;0,23;134;0:00.32;673060;0,21;134;0:00.32;672952;80;115;15;0,216153846;134,6923077;673016,9231;;;0,000208974;;
0,25;134;0:00.32;673076;0,24;136;0:00.32;673200;0,23;135;0:00.33;673040;0,24;136;0:00.33;672904;0,24;135;0:00.33;673084;0,21;135;0:00.33;672928;0,22;135;0:00.32;673024;0,23;138;0:00.33;673032;0,23;134;0:00.33;673040;0,21;137;0:00.32;673192;0,21;135;0:00.32;672972;0,23;133;0:00.33;673028;0,23;135;0:00.32;673084;80;120;15;0,228461538;135,2307692;673046,4615;;;0,000164103;;
0,22;134;0:00.33;673180;0,2;137;0:00.32;672932;0,18;130;0:00.32;673064;0,21;137;0:00.32;673012;0,21;136;0:00.33;673056;0,21;134;0:00.33;673052;0,22;134;0:00.33;673076;0,21;135;0:00.32;673032;0,23;138;0:00.31;673060;0,2;132;0:00.32;673096;0,21;137;0:00.32;672952;0,23;137;0:00.32;673028;0,23;137;0:00.33;673076;80;125;15;0,212307692;135,2307692;673047,3846;;;0,000202564;;
0,2;134;0:00.33;672932;0,23;134;0:00.32;672944;0,22;136;0:00.33;672956;0,24;138;0:00.32;673052;0,21;136;0:00.32;673004;0,21;137;0:00.32;673024;0,22;134;0:00.33;672960;0,24;135;0:00.32;673020;0,24;136;0:00.33;673200;0,22;133;0:00.32;673092;0,24;134;0:00.33;673088;0,23;135;0:00.33;672952;0,23;136;0:00.33;673004;80;130;15;0,225384615;135,2307692;673017,5385;;;0,000176923;;
0,22;135;0:00.33;672892;0,24;137;0:00.32;672992;0,22;134;0:00.33;672912;0,21;134;0:00.33;672928;0,21;134;0:00.32;672892;0,21;136;0:00.33;673060;0,21;135;0:00.33;673048;0,23;132;0:00.32;672932;0,22;136;0:00.32;672944;0,24;138;0:00.31;673064;0,22;135;0:00.32;672920;0,22;136;0:00.33;673176;0,22;137;0:00.33;673044;80;135;15;0,220769231;135,3076923;672984,9231;;;0,000107692;;
0,2;136;0:00.32;672988;0,21;138;0:00.32;672992;0,22;138;0:00.32;672960;0,23;132;0:00.32;672960;0,23;135;0:00.32;672908;0,23;137;0:00.32;672940;0,23;136;0:00.32;672936;0,23;138;0:00.32;673008;0,23;136;0:00.33;673012;0,24;134;0:00.32;672948;0,22;134;0:00.33;673068;0,24;135;0:00.33;672940;0,22;133;0:00.33;672892;80;140;15;0,225384615;135,5384615;672965,5385;;;0,000126923;;
0,21;137;0:00.33;672984;0,21;136;0:00.32;672940;0,21;137;0:00.33;673056;0,24;138;0:00.31;673024;0,22;136;0:00.32;673040;0,22;134;0:00.33;672932;0,22;135;0:00.33;672988;0,22;135;0:00.33;673060;0,27;135;0:00.33;672936;0,16;132;0:00.32;672920;0,23;135;0:00.32;673008;0,2;134;0:00.33;672948;0,19;132;0:00.32;672988;80;145;15;0,215384615;135,0769231;672986,4615;;;0,000660256;;
0,22;137;0:00.33;672984;0,2;136;0:00.31;673064;0,22;135;0:00.33;673004;0,24;136;0:00.32;672916;0,21;134;0:00.32;672912;0,24;136;0:00.33;673160;0,24;133;0:00.33;672904;0,2;134;0:00.32;672940;0,23;134;0:00.33;672928;0,24;136;0:00.33;673064;0,22;135;0:00.33;672944;0,25;136;0:00.33;673028;0,26;133;0:00.33;672896;80;150;15;0,228461538;135;672980,3077;;;0,000347436;;
0,22;134;0:00.33;672996;0,24;135;0:00.33;672928;0,26;137;0:00.32;672952;0,23;136;0:00.33;673008;0,26;136;0:00.32;672932;0,22;134;0:00.32;673000;0,24;136;0:00.33;673044;0,21;136;0:00.33;673060;0,24;136;0:00.32;673036;0,21;135;0:00.33;672884;0,22;133;0:00.33;673064;0,21;135;0:00.32;672904;0,24;136;0:00.33;672912;80;155;15;0,230769231;135,3076923;672978,4615;;;0,000307692;;
0,21;134;0:00.32;672920;0,22;135;0:00.33;673012;0,2;136;0:00.32;673020;0,23;134;0:00.33;672992;0,19;127;0:00.32;673180;0,21;136;0:00.32;672944;0,27;137;0:00.33;672940;0,23;136;0:00.33;672916;0,22;137;0:00.33;672916;0,22;133;0:00.33;673004;0,23;135;0:00.32;673008;0,24;135;0:00.33;673068;0,22;134;0:00.33;672928;80;160;15;0,222307692;134,5384615;672988,3077;;;0,000385897;;
0,22;134;0:00.33;672996;0,24;136;0:00.32;672944;0,22;134;0:00.33;673052;0,21;131;0:00.33;673048;0,22;135;0:00.33;672924;0,26;137;0:00.33;672952;0,21;137;0:00.32;672896;0,21;136;0:00.32;673080;0,25;135;0:00.32;673180;0,23;136;0:00.32;672952;0,22;135;0:00.32;673060;0,22;137;0:00.32;673056;0,22;136;0:00.33;673028;80;165;15;0,225384615;135,3076923;673012,9231;;;0,00024359;;
0,22;133;0:00.33;672920;0,22;137;0:00.32;672908;0,21;137;0:00.32;672928;0,22;129;0:00.32;672972;0,22;138;0:00.32;672912;0,22;133;0:00.32;672988;0,25;138;0:00.32;673168;0,21;136;0:00.32;673072;0,23;136;0:00.33;673060;0,21;135;0:00.33;672948;0,19;126;0:00.33;673008;0,22;132;0:00.33;673052;0,21;135;0:00.33;672988;80;170;15;0,217692308;134,2307692;672994,1538;;;0,000185897;;
0,23;132;0:00.33;673012;0,2;135;0:00.33;672940;0,2;135;0:00.33;673076;0,23;136;0:00.33;672896;0,22;138;0:00.32;673056;0,21;132;0:00.32;673164;0,23;135;0:00.33;673004;0,19;136;0:00.32;672920;0,21;137;0:00.33;672916;0,24;134;0:00.33;672988;0,21;136;0:00.33;672944;0,24;133;0:00.33;673048;0,25;138;0:00.32;673156;80;175;15;0,22;135,1538462;673009,2308;;;0,000333333;;
0,06;61;0:00.48;673020;0,22;135;0:00.32;672932;0,22;138;0:00.32;673008;0,22;134;0:00.32;673020;0,24;133;0:00.32;673004;0,22;136;0:00.32;673004;0,22;136;0:00.33;673032;0,24;137;0:00.32;672996;0,22;135;0:00.33;673004;0,21;137;0:00.33;672936;0,24;135;0:00.33;673172;0,2;136;0:00.32;673168;0,23;136;0:00.32;673156;80;180;15;0,210769231;129,9230769;673034,7692;;;0,002191026;;
0,21;137;0:00.33;673068;0,22;137;0:00.33;672916;0,22;137;0:00.33;673016;0,24;136;0:00.32;672992;0,23;137;0:00.32;672932;0,19;134;0:00.33;673008;0,2;131;0:00.33;672916;0,24;135;0:00.33;672940;0,21;135;0:00.32;672916;0,22;135;0:00.33;672936;0,24;136;0:00.33;673016;0,2;134;0:00.33;672932;0,23;132;0:00.32;673000;80;185;15;0,219230769;135,0769231;672968,3077;;;0,000274359;;
0,21;132;0:00.33;672896;0,21;132;0:00.33;673008;0,24;137;0:00.32;672948;0,25;138;0:00.32;672932;0,23;134;0:00.32;672928;0,21;133;0:00.33;673000;0,23;137;0:00.33;673000;0,2;130;0:00.32;673008;0,22;137;0:00.32;673004;0,21;131;0:00.32;672948;0,23;137;0:00.32;672908;0,21;138;0:00.32;672944;0,23;132;0:00.33;672928;80;190;15;0,221538462;134,4615385;672957,8462;;;0,000214103;;
0,25;136;0:00.33;672904;0,23;137;0:00.33;673068;0,22;135;0:00.33;673004;0,21;137;0:00.32;673044;0,23;138;0:00.32;673032;0,22;136;0:00.33;672944;0,23;136;0:00.33;673172;0,21;134;0:00.33;673064;0,23;136;0:00.33;672920;0,21;136;0:00.32;672928;0,22;137;0:00.33;673032;0,2;135;0:00.33;672932;0,17;120;0:00.32;673028;80;195;15;0,217692308;134,8461538;673005,5385;;;0,000369231;;
0,2;135;0:00.33;672904;0,26;136;0:00.32;673064;0,24;137;0:00.32;672996;0,21;135;0:00.32;672892;0,25;137;0:00.33;672944;0,22;136;0:00.32;672948;0,22;136;0:00.33;672936;0,22;135;0:00.32;673044;0,26;135;0:00.32;673020;0,23;134;0:00.33;673036;0,23;136;0:00.33;673008;0,23;134;0:00.33;672936;0,21;135;0:00.33;673048;80;200;15;0,229230769;135,4615385;672982,7692;;;0,000357692;;
0,23;133;0:00.33;672984;0,2;134;0:00.32;673028;0,2;133;0:00.32;673064;0,23;137;0:00.32;673028;0,22;134;0:00.32;672912;0,25;137;0:00.32;672900;0,23;136;0:00.32;672920;0,21;135;0:00.32;672932;0,21;134;0:00.33;672912;0,22;135;0:00.32;672980;0,22;137;0:00.32;672900;0,2;133;0:00.32;672940;0,23;134;0:00.32;673016;40;40;20;0,219230769;134,7692308;672962,7692;672955,0769;min;0,000224359;min;1,2E-04
0,21;133;0:00.33;672996;0,23;137;0:00.32;673008;0,21;135;0:00.32;673052;0,23;135;0:00.32;672924;0,21;133;0:00.32;673040;0,24;137;0:00.32;673048;0,24;136;0:00.33;673052;0,21;135;0:00.32;673012;0,21;137;0:00.33;673012;0,25;137;0:00.33;672936;0,24;135;0:00.33;673004;0,2;132;0:00.32;673028;0,19;137;0:00.32;672924;45;45;20;0,220769231;135,3076923;673002,7692;673050,7692;max;0,000341026;max;2,3E-03
0,18;124;0:00.33;672928;0,25;138;0:00.31;673172;0,23;136;0:00.32;673176;0,2;134;0:00.33;673032;0,22;135;0:00.32;672932;0,24;138;0:00.32;673064;0,21;133;0:00.33;672888;0,2;135;0:00.32;673076;0,26;136;0:00.33;672932;0,22;137;0:00.32;672904;0,21;136;0:00.32;672956;0,22;136;0:00.32;673028;0,23;135;0:00.32;672912;50;50;20;0,220769231;134,8461538;673000;672997,9114;avg;0,000474359;avg;4,6E-04
0,17;133;0:00.32;673048;0,2;131;0:00.31;672964;0,22;131;0:00.33;672992;0,22;132;0:00.32;673044;0,22;138;0:00.32;673060;0,21;131;0:00.32;673064;0,22;137;0:00.33;673048;0,22;134;0:00.32;673076;0,22;137;0:00.32;672956;0,21;134;0:00.32;672904;0,19;130;0:00.32;672912;0,23;135;0:00.32;672996;0,24;136;0:00.33;673036;55;55;20;0,213076923;133,7692308;673007,6923;;;0,000323077;;
0,2;135;0:00.32;672936;0,23;137;0:00.32;672956;0,22;135;0:00.32;673032;0,2;136;0:00.32;672888;0,23;137;0:00.32;673052;0,21;131;0:00.32;673004;0,23;134;0:00.33;672904;0,2;136;0:00.32;673040;0,24;136;0:00.33;672928;0,22;138;0:00.31;673004;0,23;135;0:00.33;673172;0,21;132;0:00.33;672928;0,26;134;0:00.32;672912;60;60;20;0,221538462;135,0769231;672981,2308;;;0,000314103;;
0,24;135;0:00.33;673056;0,23;134;0:00.32;673076;0,2;133;0:00.32;673176;0,23;136;0:00.32;672972;0,23;138;0:00.31;672932;0,24;134;0:00.32;673048;0,23;133;0:00.33;672936;0,25;137;0:00.33;673076;0,23;136;0:00.32;672936;0,24;137;0:00.33;673084;0,2;131;0:00.32;673008;0,24;134;0:00.33;673068;0,21;134;0:00.32;673024;65;65;20;0,228461538;134,7692308;673030,1538;;;0,000247436;;
0,23;136;0:00.33;672924;0,21;137;0:00.32;673064;0,21;133;0:00.32;673080;0,21;134;0:00.32;672876;0,21;136;0:00.33;672996;0,22;134;0:00.33;672932;0,2;135;0:00.33;673012;0,2;137;0:00.32;673084;0,22;137;0:00.32;673088;0,19;132;0:00.32;672924;0,21;134;0:00.32;672944;0,23;137;0:00.32;673040;0,21;137;0:00.32;673052;70;70;20;0,211538462;135,3076923;673001,2308;;;0,000130769;;
