User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,35;88;0:00.41;37076;0,33;86;0:00.41;37076;0,33;88;0:00.40;37076;0,32;88;0:00.40;37072;0,33;87;0:00.40;37072;0,31;85;0:00.42;37076;0,34;84;0:00.41;37072;0,34;89;0:00.42;37072;0,34;90;0:00.39;37072;0,33;89;0:00.40;37076;0,33;86;0:00.41;37084;0,32;88;0:00.41;37088;0,34;87;0:00.40;37068;80;155;30;0,331538462;87,30769231;37075,38462;;;0,000114103;;
0,33;87;0:00.40;37072;0,33;85;0:00.41;37068;0,33;89;0:00.39;37072;0,33;86;0:00.41;37076;0,34;87;0:00.40;37076;0,33;91;0:00.39;37076;0,32;86;0:00.42;37076;0,33;90;0:00.41;37072;0,33;87;0:00.40;37072;0,32;87;0:00.40;37072;0,31;86;0:00.41;37088;0,32;85;0:00.41;37084;0,31;89;0:00.39;37068;80;160;30;0,325384615;87,30769231;37074,76923;;;7,69231E-05;;
0,35;91;0:00.40;37072;0,32;89;0:00.40;37072;0,32;90;0:00.40;37072;0,32;86;0:00.40;37072;0,33;89;0:00.40;37076;0,34;84;0:00.42;37076;0,32;89;0:00.40;37076;0,34;86;0:00.41;37076;0,31;87;0:00.41;37076;0,33;88;0:00.40;37072;0,31;88;0:00.40;37088;0,35;87;0:00.43;37084;0,32;87;0:00.40;37072;80;165;30;0,327692308;87,76923077;37075,69231;;;0,000185897;;
0,32;88;0:00.41;37072;0,34;85;0:00.42;37076;0,32;88;0:00.40;37076;0,33;86;0:00.41;37072;0,3;87;0:00.40;37072;0,32;89;0:00.38;37068;0,32;87;0:00.40;37068;0,33;88;0:00.40;37072;0,32;88;0:00.40;37072;0,33;88;0:00.41;37072;0,33;89;0:00.40;37084;0,33;86;0:00.43;37088;0,34;89;0:00.41;37072;80;170;30;0,325384615;87,53846154;37074,15385;;;0,000110256;;
0,34;90;0:00.41;37072;0,31;88;0:00.40;37072;0,32;83;0:00.42;37072;0,32;83;0:00.41;37068;0,32;90;0:00.38;37076;0,32;89;0:00.40;37072;0,33;89;0:00.40;37072;0,31;88;0:00.39;37076;0,31;87;0:00.41;37072;0,33;89;0:00.40;37076;0,33;85;0:00.42;37084;0,35;88;0:00.42;37088;0,32;88;0:00.40;37076;80;175;30;0,323846154;87,46153846;37075,07692;;;0,000142308;;
0,33;89;0:00.41;37072;0,32;89;0:00.40;37076;0,32;85;0:00.40;37072;0,33;85;0:00.40;37076;0,33;84;0:00.41;37076;0,33;87;0:00.39;37072;0,33;84;0:00.43;37072;0,32;90;0:00.39;37072;0,31;88;0:00.40;37076;0,32;89;0:00.40;37076;0,31;86;0:00.40;37080;0,32;87;0:00.41;37084;0,32;86;0:00.41;37076;80;180;30;0,322307692;86,84615385;37075,38462;;;5,25641E-05;;
0,33;85;0:00.40;37072;0,32;86;0:00.40;37072;0,32;88;0:00.40;37072;0,33;88;0:00.39;37076;0,34;88;0:00.40;37072;0,31;90;0:00.40;37072;0,34;87;0:00.42;37076;0,32;85;0:00.41;37076;0,31;86;0:00.41;37072;0,33;88;0:00.40;37072;0,32;88;0:00.40;37084;0,32;87;0:00.41;37084;0,32;85;0:00.40;37072;80;185;30;0,323846154;87;37074,76923;;;9,23077E-05;;
0,32;88;0:00.40;37072;0,33;89;0:00.40;37072;0,33;87;0:00.41;37076;0,33;87;0:00.41;37072;0,33;87;0:00.40;37072;0,31;87;0:00.41;37076;0,34;88;0:00.41;37076;0,33;90;0:00.40;37072;0,31;85;0:00.40;37072;0,33;89;0:00.39;37076;0,32;86;0:00.42;37080;0,33;86;0:00.41;37084;0,32;85;0:00.40;37076;80;190;30;0,325384615;87,23076923;37075,07692;;;7,69231E-05;;
0,32;87;0:00.40;37072;0,32;91;0:00.39;37072;0,32;87;0:00.40;37076;0,31;86;0:00.41;37076;0,31;89;0:00.39;37072;0,31;87;0:00.42;37076;0,34;91;0:00.40;37072;0,33;87;0:00.39;37076;0,32;87;0:00.39;37072;0,33;88;0:00.39;37072;0,32;87;0:00.40;37084;0,33;85;0:00.41;37084;0,32;85;0:00.41;37072;80;195;30;0,321538462;87,46153846;37075,07692;;;8,07692E-05;;
0,32;84;0:00.42;37076;0,33;86;0:00.41;37076;0,31;85;0:00.40;37072;0,33;88;0:00.40;37072;0,32;88;0:00.40;37072;0,35;88;0:00.41;37072;0,33;87;0:00.40;37072;0,32;86;0:00.41;37072;0,31;90;0:00.39;37072;0,31;88;0:00.40;37076;0,32;85;0:00.40;37080;0,34;86;0:00.42;37084;0,32;86;0:00.41;37068;80;200;30;0,323846154;86,69230769;37074,15385;;;0,000142308;;
