User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,07;46;0:00.16;24184;0,08;100;0:00.08;24220;0,07;101;0:00.07;24224;0,07;52;0:00.15;24188;0,07;100;0:00.08;24224;0,07;100;0:00.08;24220;0,07;47;0:00.16;24184;0,07;100;0:00.08;24220;0,07;101;0:00.08;24220;0,06;100;0:00.08;24224;0,07;67;0:00.12;24200;0,07;100;0:00.08;24208;0,06;42;0:00.18;24184;40;40;5;0,069230769;81,23076923;24207,69231;24207,69231;min;2,4359E-05;min;1,4E-05
0,07;98;0:00.07;24224;0,07;100;0:00.08;24224;0,07;98;0:00.07;24220;0,06;98;0:00.07;24220;0,07;101;0:00.07;24224;0,07;100;0:00.08;24224;0,07;100;0:00.07;24228;0,06;98;0:00.08;24224;0,07;100;0:00.07;24224;0,07;98;0:00.07;24228;0,07;100;0:00.07;24212;0,07;100;0:00.08;24212;0,07;98;0:00.07;24224;45;45;5;0,068461538;99,15384615;24222,15385;24224,30769;max;1,41026E-05;max;9,0E-05
0,06;100;0:00.08;24220;0,07;100;0:00.08;24224;0,07;101;0:00.07;24224;0,06;100;0:00.08;24224;0,06;101;0:00.07;24220;0,06;100;0:00.08;24220;0,06;101;0:00.07;24224;0,07;100;0:00.07;24224;0,07;98;0:00.07;24220;0,07;98;0:00.08;24220;0,08;100;0:00.08;24216;0,07;100;0:00.07;24208;0,07;98;0:00.07;24220;50;50;5;0,066923077;99,76923077;24220,30769;24221,01632;acvg;3,97436E-05;avg;3,9E-05
0,08;100;0:00.08;24220;0,06;101;0:00.07;24228;0,06;100;0:00.08;24224;0,07;100;0:00.07;24220;0,06;98;0:00.07;24220;0,07;100;0:00.08;24220;0,07;100;0:00.08;24220;0,07;98;0:00.08;24224;0,07;101;0:00.07;24228;0,07;100;0:00.08;24220;0,07;98;0:00.08;24212;0,06;100;0:00.07;24216;0,07;100;0:00.07;24220;55;55;5;0,067692308;99,69230769;24220,92308;;;3,58974E-05;;
0,07;100;0:00.07;24220;0,07;100;0:00.08;24220;0,06;101;0:00.07;24220;0,08;100;0:00.08;24224;0,07;100;0:00.08;24220;0,06;100;0:00.08;24220;0,07;100;0:00.07;24220;0,07;101;0:00.07;24220;0,07;98;0:00.07;24228;0,06;98;0:00.07;24220;0,07;100;0:00.07;24208;0,06;100;0:00.08;24208;0,06;98;0:00.07;24224;60;60;5;0,066923077;99,69230769;24219,38462;;;3,97436E-05;;
0,06;100;0:00.07;24220;0,07;101;0:00.08;24224;0,06;98;0:00.07;24220;0,07;100;0:00.07;24220;0,06;100;0:00.07;24220;0,07;100;0:00.08;24224;0,07;100;0:00.07;24220;0,07;100;0:00.08;24224;0,07;100;0:00.07;24224;0,06;98;0:00.07;24220;0,08;101;0:00.07;24216;0,07;100;0:00.08;24212;0,06;100;0:00.07;24220;65;65;5;0,066923077;99,84615385;24220,30769;;;3,97436E-05;;
0,07;101;0:00.07;24224;0,07;98;0:00.07;24224;0,08;101;0:00.08;24220;0,07;98;0:00.08;24220;0,07;100;0:00.08;24224;0,07;100;0:00.08;24220;0,07;100;0:00.08;24220;0,08;100;0:00.08;24224;0,06;101;0:00.07;24220;0,07;100;0:00.08;24220;0,07;100;0:00.07;24212;0,06;98;0:00.07;24212;0,07;101;0:00.07;24220;70;70;5;0,07;99,84615385;24220;;;3,33333E-05;;
0,07;98;0:00.07;24220;0,06;98;0:00.07;24220;0,08;101;0:00.08;24224;0,07;98;0:00.07;24220;0,06;98;0:00.07;24228;0,08;100;0:00.08;24220;0,07;100;0:00.07;24220;0,06;98;0:00.07;24224;0,06;98;0:00.07;24224;0,07;100;0:00.07;24224;0,07;100;0:00.07;24212;0,07;100;0:00.07;24208;0,06;100;0:00.07;24220;75;75;5;0,067692308;99,15384615;24220,30769;;;5,25641E-05;;
0,05;98;0:00.07;24224;0,07;100;0:00.08;24224;0,07;98;0:00.07;24224;0,07;100;0:00.07;24228;0,08;100;0:00.08;24220;0,05;98;0:00.07;24220;0,06;98;0:00.07;24220;0,08;101;0:00.08;24220;0,07;98;0:00.07;24224;0,07;98;0:00.07;24220;0,07;98;0:00.08;24208;0,07;100;0:00.08;24208;0,06;100;0:00.07;24224;80;80;5;0,066923077;99;24220,30769;;;8,97436E-05;;
0,06;98;0:00.07;24220;0,07;100;0:00.08;24224;0,05;100;0:00.07;24224;0,07;100;0:00.08;24220;0,07;101;0:00.07;24220;0,08;100;0:00.08;24224;0,07;98;0:00.07;24224;0,07;98;0:00.07;24224;0,07;100;0:00.08;24220;0,06;100;0:00.07;24220;0,06;100;0:00.07;24208;0,06;100;0:00.07;24216;0,08;100;0:00.08;24220;80;85;5;0,066923077;99,61538462;24220,30769;;;7,30769E-05;;
0,06;100;0:00.07;24224;0,07;100;0:00.08;24220;0,06;100;0:00.08;24224;0,07;98;0:00.08;24224;0,07;100;0:00.08;24224;0,06;98;0:00.07;24228;0,06;98;0:00.07;24228;0,07;98;0:00.07;24228;0,07;100;0:00.08;24220;0,06;98;0:00.07;24220;0,07;98;0:00.07;24216;0,07;100;0:00.07;24208;0,07;100;0:00.08;24220;80;90;5;0,066153846;99,07692308;24221,84615;;;2,5641E-05;;
0,07;100;0:00.08;24224;0,07;101;0:00.07;24224;0,06;100;0:00.07;24220;0,06;98;0:00.07;24224;0,07;100;0:00.08;24220;0,06;100;0:00.07;24220;0,07;98;0:00.07;24220;0,07;100;0:00.08;24224;0,08;100;0:00.08;24224;0,07;100;0:00.08;24220;0,07;100;0:00.07;24212;0,07;98;0:00.07;24212;0,07;100;0:00.08;24224;80;95;5;0,068461538;99,61538462;24220,61538;;;3,07692E-05;;
0,06;101;0:00.07;24224;0,07;100;0:00.07;24220;0,06;100;0:00.08;24220;0,07;100;0:00.07;24220;0,08;100;0:00.08;24228;0,07;101;0:00.07;24220;0,06;100;0:00.08;24220;0,06;98;0:00.07;24228;0,07;98;0:00.07;24220;0,06;101;0:00.07;24224;0,06;100;0:00.07;24212;0,07;98;0:00.07;24208;0,05;98;0:00.08;24224;80;100;5;0,064615385;99,61538462;24220,61538;;;6,02564E-05;;
0,07;100;0:00.07;24220;0,07;98;0:00.07;24220;0,07;100;0:00.07;24224;0,06;100;0:00.07;24220;0,06;100;0:00.08;24224;0,06;100;0:00.07;24220;0,05;98;0:00.07;24220;0,06;100;0:00.07;24224;0,07;98;0:00.07;24224;0,06;100;0:00.07;24220;0,07;100;0:00.07;24212;0,08;100;0:00.08;24212;0,07;100;0:00.07;24224;80;105;5;0,065384615;99,53846154;24220,30769;;;6,02564E-05;;
0,07;98;0:00.07;24220;0,06;98;0:00.07;24220;0,07;98;0:00.08;24220;0,08;100;0:00.08;24224;0,07;100;0:00.07;24220;0,07;100;0:00.07;24220;0,07;100;0:00.07;24224;0,05;100;0:00.07;24228;0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,06;100;0:00.08;24216;0,06;101;0:00.07;24212;0,07;98;0:00.07;24224;80;110;5;0,066923077;99,46153846;24221,23077;;;5,64103E-05;;
0,07;101;0:00.07;24220;0,07;100;0:00.08;24224;0,08;100;0:00.08;24220;0,07;98;0:00.07;24220;0,07;100;0:00.07;24220;0,06;100;0:00.08;24220;0,07;101;0:00.08;24224;0,06;100;0:00.08;24220;0,06;98;0:00.07;24220;0,06;98;0:00.07;24224;0,07;100;0:00.08;24216;0,07;98;0:00.07;24212;0,07;100;0:00.08;24228;80;115;5;0,067692308;99,53846154;24220,61538;;;3,58974E-05;;
0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,06;100;0:00.07;24220;0,08;100;0:00.08;24220;0,07;100;0:00.07;24220;0,06;100;0:00.08;24220;0,07;100;0:00.08;24220;0,07;100;0:00.07;24220;0,07;100;0:00.07;24220;0,07;98;0:00.07;24216;0,06;100;0:00.08;24212;0,07;98;0:00.07;24220;80;120;5;0,068461538;99,69230769;24220;;;3,07692E-05;;
0,06;100;0:00.08;24224;0,07;100;0:00.08;24224;0,07;100;0:00.07;24220;0,06;98;0:00.07;24228;0,06;98;0:00.07;24220;0,07;100;0:00.07;24224;0,07;98;0:00.07;24224;0,06;100;0:00.07;24224;0,07;100;0:00.07;24228;0,06;100;0:00.07;24228;0,07;100;0:00.07;24212;0,07;98;0:00.07;24212;0,06;100;0:00.07;24220;80;125;5;0,065384615;99,38461538;24222,15385;;;2,69231E-05;;
0,07;100;0:00.07;24224;0,05;100;0:00.08;24220;0,06;100;0:00.07;24220;0,07;98;0:00.07;24228;0,07;100;0:00.08;24220;0,07;100;0:00.08;24220;0,05;98;0:00.07;24224;0,07;101;0:00.07;24220;0,07;98;0:00.07;24224;0,07;100;0:00.08;24220;0,06;101;0:00.07;24216;0,07;101;0:00.07;24212;0,07;98;0:00.07;24224;80;130;5;0,065384615;99,61538462;24220,92308;;;6,02564E-05;;
0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,06;101;0:00.07;24224;0,07;100;0:00.07;24220;0,07;98;0:00.07;24220;0,06;98;0:00.07;24224;0,06;100;0:00.08;24220;0,07;100;0:00.08;24220;0,07;100;0:00.08;24220;0,06;100;0:00.08;24224;0,07;100;0:00.08;24220;0,06;100;0:00.08;24216;0,07;100;0:00.07;24220;80;135;5;0,066153846;99,76923077;24221,23077;;;2,5641E-05;;
0,08;100;0:00.08;24224;0,06;98;0:00.07;24228;0,06;100;0:00.07;24220;0,07;100;0:00.07;24228;0,07;100;0:00.07;24220;0,07;101;0:00.08;24224;0,07;101;0:00.07;24220;0,07;101;0:00.07;24224;0,07;100;0:00.08;24224;0,07;97;0:00.08;24220;0,07;98;0:00.08;24216;0,06;100;0:00.07;24212;0,06;100;0:00.07;24224;80;140;5;0,067692308;99,69230769;24221,84615;;;3,58974E-05;;
0,06;98;0:00.07;24220;0,07;98;0:00.08;24220;0,07;98;0:00.08;24220;0,07;98;0:00.07;24228;0,06;100;0:00.07;24220;0,06;100;0:00.08;24224;0,06;98;0:00.07;24224;0,07;98;0:00.08;24220;0,07;100;0:00.08;24220;0,07;100;0:00.08;24224;0,07;98;0:00.07;24216;0,07;100;0:00.07;24212;0,07;100;0:00.07;24224;80;145;5;0,066923077;98,92307692;24220,92308;;;2,30769E-05;;
0,06;98;0:00.08;24224;0,07;98;0:00.08;24220;0,07;101;0:00.08;24224;0,07;101;0:00.07;24224;0,06;101;0:00.07;24220;0,07;100;0:00.08;24220;0,06;100;0:00.07;24220;0,06;100;0:00.07;24220;0,07;98;0:00.07;24220;0,06;100;0:00.08;24224;0,07;100;0:00.08;24212;0,07;100;0:00.08;24216;0,07;101;0:00.07;24220;80;150;5;0,066153846;99,84615385;24220,30769;;;2,5641E-05;;
0,07;98;0:00.08;24220;0,06;100;0:00.08;24224;0,07;100;0:00.07;24224;0,06;100;0:00.07;24220;0,07;98;0:00.07;24220;0,07;100;0:00.08;24228;0,08;101;0:00.08;24224;0,07;101;0:00.08;24220;0,06;101;0:00.07;24220;0,06;98;0:00.08;24224;0,07;98;0:00.07;24228;0,06;100;0:00.08;24228;0,06;98;0:00.07;24224;80;155;5;0,066153846;99,46153846;24223,38462;;;4,23077E-05;;
0,07;100;0:00.08;24224;0,07;100;0:00.08;24220;0,07;100;0:00.07;24220;0,07;98;0:00.07;24220;0,06;100;0:00.08;24224;0,07;98;0:00.07;24224;0,06;100;0:00.07;24220;0,07;100;0:00.08;24220;0,07;101;0:00.07;24224;0,06;100;0:00.07;24220;0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,06;98;0:00.07;24220;80;160;5;0,066923077;99,61538462;24221,84615;;;2,30769E-05;;
0,06;100;0:00.08;24220;0,07;100;0:00.08;24224;0,07;100;0:00.07;24220;0,07;100;0:00.08;24220;0,07;100;0:00.07;24224;0,07;98;0:00.07;24220;0,06;100;0:00.08;24224;0,07;98;0:00.08;24224;0,07;100;0:00.07;24220;0,06;98;0:00.08;24224;0,08;101;0:00.08;24224;0,07;100;0:00.08;24224;0,07;100;0:00.07;24224;80;165;5;0,068461538;99,61538462;24222,46154;;;3,07692E-05;;
0,06;101;0:00.07;24224;0,05;100;0:00.07;24220;0,06;100;0:00.08;24220;0,07;98;0:00.07;24220;0,07;98;0:00.08;24220;0,07;100;0:00.07;24224;0,07;101;0:00.08;24220;0,07;100;0:00.07;24228;0,07;100;0:00.08;24224;0,07;100;0:00.08;24220;0,06;98;0:00.07;24228;0,07;100;0:00.07;24224;0,07;101;0:00.07;24220;80;170;5;0,066153846;99,76923077;24222,46154;;;4,23077E-05;;
0,07;97;0:00.07;24224;0,06;98;0:00.07;24220;0,06;97;0:00.08;24224;0,08;100;0:00.08;24220;0,07;98;0:00.07;24220;0,08;100;0:00.08;24220;0,06;100;0:00.08;24220;0,07;98;0:00.07;24220;0,06;98;0:00.07;24224;0,07;100;0:00.07;24224;0,06;98;0:00.07;24228;0,06;98;0:00.08;24228;0,07;98;0:00.07;24220;80;175;5;0,066923077;98,46153846;24222,46154;;;5,64103E-05;;
0,07;100;0:00.07;24224;0,06;98;0:00.07;24224;0,07;100;0:00.07;24220;0,06;98;0:00.07;24228;0,06;100;0:00.08;24224;0,06;100;0:00.08;24224;0,06;98;0:00.07;24220;0,06;98;0:00.07;24220;0,07;98;0:00.07;24220;0,06;100;0:00.08;24220;0,07;100;0:00.08;24224;0,07;100;0:00.08;24228;0,07;100;0:00.07;24220;80;180;5;0,064615385;99,23076923;24222,76923;;;2,69231E-05;;
0,07;100;0:00.08;24228;0,06;98;0:00.07;24220;0,06;98;0:00.08;24220;0,07;100;0:00.08;24224;0,07;97;0:00.08;24220;0,07;100;0:00.08;24220;0,06;98;0:00.07;24220;0,07;100;0:00.08;24220;0,07;98;0:00.07;24224;0,07;100;0:00.07;24228;0,07;100;0:00.08;24224;0,07;100;0:00.08;24228;0,08;100;0:00.08;24224;80;185;5;0,068461538;99,15384615;24223,07692;;;3,07692E-05;;
0,06;100;0:00.08;24220;0,07;100;0:00.08;24224;0,07;100;0:00.07;24224;0,06;101;0:00.07;24224;0,07;101;0:00.08;24224;0,07;98;0:00.07;24220;0,07;101;0:00.08;24220;0,07;98;0:00.07;24228;0,06;100;0:00.07;24224;0,07;100;0:00.08;24220;0,05;100;0:00.07;24224;0,07;100;0:00.08;24232;0,06;98;0:00.07;24224;80;190;5;0,065384615;99,76923077;24223,69231;;;4,35897E-05;;
0,07;100;0:00.07;24224;0,07;100;0:00.08;24224;0,07;100;0:00.08;24224;0,07;98;0:00.07;24224;0,07;100;0:00.07;24220;0,06;98;0:00.08;24220;0,07;98;0:00.07;24220;0,06;98;0:00.07;24224;0,07;98;0:00.07;24224;0,06;98;0:00.07;24220;0,06;100;0:00.08;24228;0,07;100;0:00.08;24224;0,07;101;0:00.07;24220;80;195;5;0,066923077;99,15384615;24222,76923;;;2,30769E-05;;
0,07;100;0:00.07;24224;0,07;98;0:00.07;24224;0,07;100;0:00.08;24220;0,07;98;0:00.07;24224;0,06;100;0:00.08;24228;0,07;100;0:00.08;24224;0,06;100;0:00.07;24220;0,07;100;0:00.08;24224;0,07;100;0:00.08;24228;0,06;101;0:00.07;24220;0,07;100;0:00.08;24228;0,07;100;0:00.08;24228;0,07;98;0:00.07;24224;80;200;5;0,067692308;99,61538462;24224,30769;;;1,92308E-05;;
0,07;104;0:00.09;36456;0,07;103;0:00.08;36464;0,07;104;0:00.08;36460;0,09;102;0:00.09;36464;0,08;104;0:00.08;36460;0,07;104;0:00.08;36468;0,08;103;0:00.08;36456;0,08;103;0:00.08;36464;0,06;103;0:00.08;36464;0,06;103;0:00.08;36464;0,06;104;0:00.08;36460;0,09;104;0:00.08;36468;0,08;104;0:00.08;36456;40;40;10;0,073846154;103,4615385;36461,84615;36461,84615;min;0,000108974;min;8,3E-34
0,07;104;0:00.08;36464;0,08;104;0:00.08;36460;0,08;103;0:00.08;36464;0,08;103;0:00.09;36460;0,08;104;0:00.08;36464;0,08;104;0:00.08;36460;0,07;103;0:00.09;36464;0,08;103;0:00.08;36464;0,07;103;0:00.08;36460;0,09;105;0:00.08;36464;0,07;104;0:00.08;36468;0,08;104;0:00.08;36472;0,08;103;0:00.08;36460;45;45;10;0,077692308;103,6153846;36463,38462;36500,92308;max;3,58974E-05;max;1,1E-04
0,09;104;0:00.08;36460;0,07;104;0:00.08;36464;0,07;103;0:00.08;36460;0,08;104;0:00.08;36460;0,07;104;0:00.08;36464;0,07;103;0:00.08;36464;0,08;104;0:00.09;36464;0,07;103;0:00.08;36460;0,08;104;0:00.09;36460;0,07;103;0:00.08;36468;0,08;104;0:00.08;36480;0,08;103;0:00.08;36468;0,09;104;0:00.08;36460;50;50;10;0,076923077;103,6153846;36464;36485,03497;avg;5,64103E-05;avg;5,3E-05
0,08;103;0:00.09;36460;0,07;102;0:00.08;36460;0,08;103;0:00.08;36464;0,08;104;0:00.08;36464;0,07;103;0:00.08;36460;0,08;103;0:00.08;36460;0,08;104;0:00.08;36468;0,08;102;0:00.09;36460;0,08;102;0:00.09;36460;0,08;104;0:00.08;36460;0,09;104;0:00.08;36476;0,07;104;0:00.08;36468;0,08;104;0:00.08;36464;55;55;10;0,078461538;103,2307692;36463,38462;;;3,07692E-05;;
0,08;103;0:00.08;36460;0,08;103;0:00.09;36464;0,08;104;0:00.08;36464;0,08;104;0:00.08;36464;0,08;103;0:00.09;36460;0,07;104;0:00.08;36468;0,07;104;0:00.09;36460;0,08;103;0:00.08;36464;0,08;103;0:00.08;36464;0,07;102;0:00.08;36464;0,07;103;0:00.08;36468;0,07;104;0:00.08;36472;0,07;104;0:00.08;36460;60;60;10;0,075384615;103,3846154;36464;;;2,69231E-05;;
0,06;103;0:00.08;36476;0,09;104;0:00.09;36476;0,08;103;0:00.08;36476;0,07;103;0:00.08;36472;0,07;102;0:00.08;36476;0,08;103;0:00.08;36472;0,06;103;0:00.08;36476;0,07;103;0:00.08;36472;0,07;104;0:00.08;36476;0,06;104;0:00.08;36472;0,09;105;0:00.08;36488;0,07;104;0:00.08;36480;0,07;104;0:00.09;36476;65;65;10;0,072307692;103,4615385;36476;;;0,000102564;;
0,08;103;0:00.09;36472;0,07;104;0:00.08;36476;0,08;103;0:00.08;36472;0,07;103;0:00.08;36476;0,08;103;0:00.08;36472;0,09;103;0:00.08;36472;0,06;103;0:00.08;36472;0,07;103;0:00.08;36476;0,08;104;0:00.08;36476;0,07;103;0:00.08;36476;0,08;104;0:00.08;36480;0,08;103;0:00.08;36480;0,08;104;0:00.08;36480;70;70;10;0,076153846;103,3076923;36475,38462;;;5,89744E-05;;
0,08;104;0:00.08;36480;0,08;105;0:00.08;36476;0,07;104;0:00.08;36472;0,07;103;0:00.08;36476;0,07;104;0:00.09;36472;0,08;104;0:00.08;36472;0,08;103;0:00.09;36476;0,07;103;0:00.09;36476;0,07;103;0:00.08;36476;0,08;104;0:00.08;36476;0,07;104;0:00.08;36484;0,08;105;0:00.09;36480;0,07;103;0:00.08;36476;75;75;10;0,074615385;103,7692308;36476,30769;;;2,69231E-05;;
0,07;103;0:00.08;36480;0,07;103;0:00.08;36476;0,07;103;0:00.08;36472;0,06;103;0:00.08;36476;0,07;103;0:00.08;36472;0,08;104;0:00.09;36480;0,08;104;0:00.08;36472;0,06;103;0:00.08;36472;0,08;103;0:00.08;36472;0,07;103;0:00.08;36472;0,08;104;0:00.08;36480;0,08;103;0:00.08;36480;0,07;104;0:00.09;36476;80;80;10;0,072307692;103,3076923;36475,38462;;;5,25641E-05;;
0,08;103;0:00.08;36484;0,07;104;0:00.08;36480;0,08;104;0:00.08;36472;0,06;104;0:00.08;36472;0,06;103;0:00.08;36476;0,07;103;0:00.08;36472;0,06;103;0:00.08;36472;0,08;104;0:00.08;36476;0,07;102;0:00.09;36476;0,07;103;0:00.09;36480;0,09;104;0:00.08;36484;0,08;104;0:00.08;36488;0,08;104;0:00.08;36472;80;85;10;0,073076923;103,4615385;36477,23077;;;8,97436E-05;;
0,07;104;0:00.09;36472;0,07;103;0:00.08;36476;0,08;103;0:00.08;36472;0,07;103;0:00.08;36476;0,08;103;0:00.08;36476;0,08;104;0:00.09;36476;0,08;103;0:00.08;36472;0,07;104;0:00.08;36476;0,07;103;0:00.08;36472;0,08;103;0:00.08;36472;0,06;102;0:00.08;36480;0,08;104;0:00.09;36484;0,06;103;0:00.08;36472;80;90;10;0,073076923;103,2307692;36475,07692;;;5,64103E-05;;
0,07;104;0:00.09;36476;0,07;104;0:00.08;36472;0,08;102;0:00.09;36472;0,07;103;0:00.08;36472;0,07;103;0:00.08;36476;0,06;103;0:00.08;36472;0,09;103;0:00.09;36476;0,07;103;0:00.08;36472;0,07;103;0:00.08;36472;0,08;103;0:00.08;36476;0,08;103;0:00.08;36484;0,07;104;0:00.08;36484;0,07;103;0:00.09;36476;80;95;10;0,073076923;103,1538462;36475,38462;;;5,64103E-05;;
0,07;103;0:00.08;36476;0,07;103;0:00.08;36476;0,07;103;0:00.08;36476;0,07;103;0:00.08;36476;0,07;103;0:00.08;36472;0,08;103;0:00.09;36480;0,07;103;0:00.08;36472;0,08;103;0:00.08;36472;0,07;104;0:00.08;36476;0,08;104;0:00.08;36472;0,07;103;0:00.08;36484;0,07;103;0:00.09;36484;0,08;103;0:00.08;36476;80;100;10;0,073076923;103,1538462;36476,30769;;;2,30769E-05;;
0,07;103;0:00.08;36484;0,07;104;0:00.08;36488;0,09;104;0:00.08;36488;0,09;104;0:00.09;36496;0,07;104;0:00.08;36488;0,07;103;0:00.09;36484;0,08;103;0:00.08;36488;0,07;103;0:00.08;36484;0,08;103;0:00.08;36492;0,07;103;0:00.08;36492;0,08;103;0:00.08;36492;0,06;103;0:00.08;36500;0,08;103;0:00.08;36484;80;105;10;0,075384615;103,3076923;36489,23077;;;7,69231E-05;;
0,06;103;0:00.08;36484;0,07;103;0:00.08;36484;0,07;103;0:00.08;36488;0,06;103;0:00.08;36488;0,08;102;0:00.09;36484;0,07;103;0:00.09;36484;0,07;103;0:00.08;36488;0,07;103;0:00.08;36492;0,07;103;0:00.08;36484;0,07;103;0:00.08;36484;0,08;104;0:00.09;36492;0,08;104;0:00.08;36492;0,06;104;0:00.08;36484;80;110;10;0,07;103,1538462;36486,76923;;;0,00005;;
0,08;104;0:00.08;36488;0,07;104;0:00.08;36492;0,07;103;0:00.09;36488;0,08;105;0:00.08;36484;0,08;103;0:00.08;36484;0,08;103;0:00.09;36488;0,08;103;0:00.08;36488;0,07;103;0:00.08;36488;0,08;104;0:00.08;36488;0,07;103;0:00.08;36484;0,08;103;0:00.08;36496;0,08;103;0:00.08;36492;0,07;103;0:00.08;36488;80;115;10;0,076153846;103,3846154;36488,30769;;;2,5641E-05;;
0,08;104;0:00.09;36488;0,08;103;0:00.08;36488;0,07;103;0:00.08;36488;0,08;103;0:00.09;36488;0,07;103;0:00.08;36488;0,07;104;0:00.09;36488;0,07;103;0:00.08;36488;0,07;103;0:00.08;36488;0,08;104;0:00.08;36492;0,07;103;0:00.08;36484;0,08;104;0:00.08;36496;0,07;104;0:00.08;36492;0,07;104;0:00.08;36488;80;120;10;0,073846154;103,4615385;36488,92308;;;2,5641E-05;;
0,07;103;0:00.08;36484;0,06;103;0:00.08;36488;0,07;104;0:00.08;36484;0,07;103;0:00.08;36488;0,08;103;0:00.09;36484;0,07;103;0:00.08;36488;0,06;103;0:00.08;36488;0,08;104;0:00.08;36488;0,08;103;0:00.08;36484;0,08;103;0:00.08;36484;0,08;105;0:00.08;36496;0,06;103;0:00.08;36496;0,07;103;0:00.08;36488;80;125;10;0,071538462;103,3076923;36487,69231;;;6,41026E-05;;
0,07;104;0:00.08;36488;0,08;104;0:00.08;36484;0,08;104;0:00.09;36484;0,08;103;0:00.08;36492;0,07;103;0:00.08;36488;0,07;104;0:00.08;36488;0,06;104;0:00.08;36484;0,07;103;0:00.09;36488;0,08;104;0:00.08;36488;0,07;103;0:00.08;36492;0,07;103;0:00.08;36492;0,08;103;0:00.08;36492;0,08;104;0:00.08;36484;80;130;10;0,073846154;103,5384615;36488;;;4,23077E-05;;
0,08;104;0:00.08;36488;0,08;103;0:00.08;36492;0,09;104;0:00.08;36488;0,07;104;0:00.08;36492;0,08;103;0:00.08;36488;0,07;102;0:00.08;36488;0,08;104;0:00.08;36484;0,09;104;0:00.08;36492;0,07;103;0:00.08;36484;0,09;103;0:00.08;36488;0,07;104;0:00.08;36496;0,08;103;0:00.08;36496;0,07;104;0:00.08;36488;80;135;10;0,078461538;103,4615385;36489,53846;;;6,41026E-05;;
0,06;103;0:00.08;36488;0,07;104;0:00.08;36488;0,06;103;0:00.08;36488;0,06;104;0:00.08;36492;0,07;104;0:00.08;36484;0,07;103;0:00.08;36484;0,08;103;0:00.08;36488;0,08;103;0:00.08;36484;0,06;103;0:00.08;36484;0,08;103;0:00.08;36484;0,08;103;0:00.09;36492;0,08;103;0:00.09;36496;0,07;103;0:00.08;36488;80;140;10;0,070769231;103,2307692;36487,69231;;;7,4359E-05;;
0,08;104;0:00.08;36492;0,07;103;0:00.08;36484;0,06;103;0:00.08;36484;0,07;103;0:00.08;36484;0,07;103;0:00.08;36484;0,07;103;0:00.08;36488;0,07;104;0:00.08;36488;0,08;104;0:00.08;36484;0,08;104;0:00.08;36492;0,08;105;0:00.08;36488;0,09;103;0:00.08;36496;0,08;104;0:00.09;36496;0,07;103;0:00.08;36484;80;145;10;0,074615385;103,5384615;36488;;;6,02564E-05;;
0,09;104;0:00.08;36488;0,08;103;0:00.08;36484;0,06;105;0:00.08;36488;0,07;103;0:00.08;36488;0,08;102;0:00.09;36488;0,07;103;0:00.08;36488;0,07;103;0:00.08;36488;0,08;103;0:00.08;36488;0,08;103;0:00.08;36488;0,07;104;0:00.08;36488;0,07;104;0:00.08;36500;0,07;103;0:00.09;36492;0,08;104;0:00.08;36484;80;150;10;0,074615385;103,3846154;36488,61538;;;6,02564E-05;;
0,07;103;0:00.08;36500;0,07;103;0:00.08;36496;0,07;104;0:00.08;36496;0,07;103;0:00.09;36496;0,07;104;0:00.08;36496;0,07;102;0:00.08;36500;0,07;104;0:00.08;36500;0,07;103;0:00.08;36496;0,07;102;0:00.08;36496;0,07;102;0:00.08;36504;0,07;104;0:00.08;36504;0,07;103;0:00.08;36512;0,07;104;0:00.08;36500;80;155;10;0,07;103,1538462;36499,69231;;;8,3457E-34;;
