;;;BFKC;;;DSK;;;KMC;;;TURTLE;;
n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;AVG User time;AVG Percent of CPU;AVG Resident set;AVG User time;AVG Percent of CPU;AVG Resident set;AVG User time;AVG Percent of CPU;AVG Resident set
60;60;30;0,296923077;99,69230769;1614,769231;0,226153846;134,7692308;672952,9231;0,326153846;86,46153846;37038,76923;0,201538462;99,38461538;177441,8462
65;65;30;0,470769231;99,84615385;1636,615385;0,216923077;135;672982,4615;0,332307692;87,30769231;37051,07692;0,196923077;99,38461538;177408,9231
70;70;30;0,710769231;99,76923077;1657,538462;0,221538462;135,3076923;673016,6154;0,33;87,46153846;37050,76923;0,194615385;99,69230769;177463,3846
75;75;30;1,026153846;99,76923077;1698,153846;0,223076923;135,4615385;673018,4615;0,326153846;86,76923077;37049,53846;0,194615385;99,61538462;177386,1538
80;80;30;1,433076923;99,53846154;1784,307692;0,218461538;135,3076923;673025,5385;0,332307692;87,69230769;37049,84615;0,195384615;99,53846154;177416,9231
80;85;30;1,62;99,92307692;1760,307692;0,215384615;134,1538462;672998,1538;0,333846154;86,69230769;37051,07692;0,196923077;99,69230769;177441,5385
80;90;30;1,807692308;99,76923077;1796;0,222307692;135,3846154;672976,3077;0,337692308;87,30769231;37048,92308;0,193846154;99,23076923;177417,8462
80;95;30;2,015384615;99,61538462;1803,076923;0,221538462;135,1538462;672995,6923;0,328461538;87,07692308;37050,15385;0,192307692;99,46153846;177390,4615
80;100;30;2,224615385;99,69230769;1804,307692;0,218461538;134,3846154;673024,6154;0,324615385;86,76923077;37050,46154;0,195384615;99,61538462;177381,5385
80;105;30;2,469230769;99,61538462;1809,230769;0,214615385;128,5384615;672991,3846;0,329230769;86,46153846;37061,53846;0,194615385;99,38461538;177453,5385
80;110;30;2,7;99,76923077;1855,384615;0,227692308;135,1538462;673023,6923;0,333076923;87,23076923;37062,15385;0,197692308;99,38461538;177535,0769
80;115;30;2,948461538;99,84615385;1855,692308;0,224615385;136,0769231;672987,0769;0,33;87,38461538;37062,76923;0,196923077;99,69230769;177468,9231
80;120;30;3,225384615;99,69230769;1852,923077;0,217692308;133,9230769;673034,4615;0,320769231;86,84615385;37062,76923;0,194615385;99,61538462;177520,9231
80;125;30;3,49;99,76923077;1905,846154;0,222307692;136;672995,3846;0,326923077;87,07692308;37063,38462;0,196923077;99,46153846;177651,0769
80;130;30;3,784615385;99,84615385;1921,230769;0,223846154;134,6923077;672971,6923;0,330769231;87,07692308;37062,15385;0,198461538;99,46153846;177532
80;135;30;4,073846154;99,76923077;1904,307692;0,220769231;136;672963,6923;0,329230769;87;37063,38462;0,196923077;99,38461538;177747,6923
80;140;30;4,377692308;99,53846154;1941,230769;0,215384615;135,5384615;672960,6154;0,327692308;87,23076923;37062,46154;0,193076923;99,30769231;177749,2308
80;145;30;4,686153846;99,76923077;1969,538462;0,218461538;135,2307692;673000,3077;0,330769231;86,69230769;37063,69231;0,199230769;99,69230769;177794,4615
80;150;30;5,031538462;99,76923077;1962,769231;0,213846154;134,4615385;673004,9231;0,324615385;87,30769231;37061,53846;0,193846154;99,30769231;177823,3846
80;155;30;5,36;99,61538462;1994,461538;0,210769231;134,5384615;672991,3846;0,331538462;87,30769231;37075,38462;0,201538462;99,38461538;177760,9231
80;160;30;5,726153846;99,69230769;1990,461538;0,225384615;135,1538462;673008,3077;0,325384615;87,30769231;37074,76923;0,202307692;99,61538462;177812,3077
80;165;30;6,083846154;99,76923077;1992;0,226923077;135,5384615;672998,1538;0,327692308;87,76923077;37075,69231;0,196923077;99,53846154;177770,7692
80;170;30;6,450769231;99,61538462;2042,153846;0,226923077;134,5384615;673008,9231;0,325384615;87,53846154;37074,15385;0,196153846;99,46153846;177779,3846
80;175;30;6,851538462;99,84615385;2043,076923;0,223076923;134,5384615;672979,0769;0,323846154;87,46153846;37075,07692;0,195384615;99,46153846;177765,5385
80;180;30;7,226923077;99,84615385;2046,461538;0,225384615;135,0769231;672987,6923;0,322307692;86,84615385;37075,38462;0,196153846;99,30769231;177780,6154
80;185;30;7,665384615;99,69230769;2078,153846;0,203076923;133,5384615;672961,8462;0,323846154;87;37074,76923;0,196923077;99,15384615;177793,8462
80;190;30;8,043076923;99,46153846;2108,923077;0,213076923;133,3846154;672987,3846;0,325384615;87,23076923;37075,07692;0,194615385;65,15384615;177833,2308
80;195;30;8,503076923;99,69230769;2107,384615;0,213076923;134,4615385;673012,3077;0,321538462;87,46153846;37075,07692;0,193846154;65,38461538;177779,3846
80;200;30;8,904615385;99,61538462;2136,307692;0,222307692;135,5384615;672970,1538;0,323846154;86,69230769;37074,15385;0,196153846;65,15384615;177755,0769
